Code-EOD,Country-EOD,Currency-EOD,Exchange-EOD,ISIN,Name-EOD,Type-EOD,previousClose-EOD,previousCloseDate-EOD,country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,Name_197,industry-IB,longName-IB,marketName-IB,Symbol-IB,Country-IB,Exchange-IB,Currency-IB
5852,Japan,JPY,TSE,JP3100600000,Ahresty Corp,Common Stock,380.0,2022-08-03,japan,Ahresty Corp,Ahresty Corp,JPY,5852,equity,AHRESTY CORP,Industrial,AHRESTY CORP,5852,5852,Japan,TSEJ,JPY
3076,Japan,JPY,TSE,JP3105090009,Ai Holdings Corp,Common Stock,1734.0,2022-08-03,japan,Ai Holdings Corp,Ai Holdings Corp,JPY,3076,equity,AI HOLDINGS CORP,"Consumer, Cyclical",AI HOLDINGS CORP,3076,3076,Japan,TSEJ,JPY
01299,Hong Kong,HKD,HK,HK0000069689,AIA Group Ltd,Common Stock,74.85,2022-08-03,hong kong,AIA Group,AIA Group Ltd,HKD,1299,equity,AIA GROUP LTD,Financial,AIA GROUP LTD,1299,1299,Hong Kong,SEHK,HKD
5482,Japan,JPY,TSE,JP3103600007,Aichi Steel Corp,Common Stock,2114.0,2022-08-03,japan,Aichi Steel Corp,Aichi Steel Corp,JPY,5482,equity,AICHI STEEL CORP,Basic Materials,AICHI STEEL CORP,5482,5482,Japan,TSEJ,JPY
6118,Japan,JPY,TSE,JP3102400003,Aida Engineering Ltd,Common Stock,914.0,2022-08-03,japan,Aida Engineering,Aida Engineering Ltd,JPY,6118,equity,AIDA ENGINEERING LTD,Industrial,AIDA ENGINEERING LTD,6118,6118,Japan,TSEJ,JPY
8515,Japan,JPY,TSE,JP3105040004,Aiful Corp,Common Stock,391.0,2022-08-03,japan,Aiful,Aiful Corp,JPY,8515,equity,AIFUL CORP,Financial,AIFUL CORP,8515,8515,Japan,TSEJ,JPY
9854,Japan,JPY,TSE,JP3101000002,Aigan Co Ltd,Common Stock,176.0,2022-08-03,japan,Aigan Co Ltd,Aigan Co Ltd,JPY,9854,equity,AIGAN CO LTD,"Consumer, Cyclical",AIGAN CO LTD,9854,9854,Japan,TSEJ,JPY
AINO,Sweden,SEK,ST,SE0009242555,Aino Health AB,Common Stock,0.554,2022-08-03,sweden,Aino Health,Aino Health AB,SEK,AINO,equity,AINO HEALTH AB,Technology,AINO HEALTH AB,AINO,AINO,Sweden,SFB,SEK
AGI,Australia,AUD,AU,AU000000AGI3,Ainsworth Game Technology Ltd,Common Stock,0.85,2022-08-03,australia,Ainsworth Game Technology,Ainsworth Game Technology Ltd,AUD,AGI,equity,AINSWORTH GAME TECHNOLOGY LT,"Consumer, Cyclical",AINSWORTH GAME TECHNOLOGY LT,AGI,AGI,Australia,ASX,AUD
6718,Japan,JPY,TSE,JP3105050003,Aiphone Co Ltd,Common Stock,1973.0,2022-08-03,japan,Aiphone Co Ltd,Aiphone Co Ltd,JPY,6718,equity,AIPHONE CO LTD,Communications,AIPHONE CO LTD,6718,6718,Japan,TSEJ,JPY
AC,Canada,CAD,TO,CA0089118776,Air Canada,Common Stock,17.53,2022-08-02,canada,Air Canada,Air Canada,CAD,AC,equity,AIR CANADA,"Consumer, Cyclical",AIR CANADA,AC,AC,Canada,TSE,CAD
APD,USA,USD,US,US0091581068,Air Products and Chemicals Inc,Common Stock,244.12,2022-08-02,united states,Air Products,Air Products and Chemicals Inc,USD,APD,equity,AIR PRODUCTS & CHEMICALS INC,Basic Materials,AIR PRODUCTS & CHEMICALS INC,APD,APD,,,
BOS,Canada,CAD,TO,CA00927V2003,AirBoss of America Corp.,Common Stock,15.22,2022-08-02,canada,AirBoss of America Corp.,AirBoss of America Corp.,CAD,BOS,equity,AIRBOSS OF AMERICA CORP,Industrial,AIRBOSS OF AMERICA CORP,BOS,BOS,,,
AIRG,USA,USD,US,US00938A1043,Airgain Inc,Common Stock,8.11,2022-08-02,united states,Airgain,Airgain Inc,USD,AIRG,equity,AIRGAIN INC,Communications,AIRGAIN INC,SCM,AIRG,,,
ANTE,USA,USD,US,US00941Q1040,Airnet Technology Inc,Common Stock,1.34,2022-08-02,united states,Airnet Tech,Airnet Technology Inc,USD,ANTE,equity,AIRNET TECHNOLOGY INC-ADR,Communications,AIRNET TECHNOLOGY INC-ADR,SCM,ANTE,,,
ARPT,Israel,ILA,TA,IL0010958358,Airport City Ltd,Common Stock,6526.0,2022-08-03,israel,Airport City,Airport City Ltd,ILS,ARPT,equity,AIRPORT CITY LTD,Financial,AIRPORT CITY LTD,ARPT,ARPT,Israel,TASE,ILS
8864,Japan,JPY,TSE,JP3266050008,Airport Facilities Co Ltd,Common Stock,547.0,2022-08-03,japan,Airport Facilities,Airport Facilities Co Ltd,JPY,8864,equity,AIRPORT FACILITIES CO LTD,Financial,AIRPORT FACILITIES CO LTD,8864,8864,Japan,TSEJ,JPY
6291,Japan,JPY,TSE,JP3688100001,Airtech Japan Ltd,Common Stock,1031.0,2022-08-03,japan,Airtech Japan Ltd,Airtech Japan Ltd,JPY,6291,equity,AIRTECH JAPAN LTD,Industrial,AIRTECH JAPAN LTD,6291,6291,Japan,TSEJ,JPY
7283,Japan,JPY,TSE,JP3101600009,Aisan Industry Co Ltd,Common Stock,696.0,2022-08-03,japan,Aisan Industry,Aisan Industry Co Ltd,JPY,7283,equity,AISAN INDUSTRY CO LTD,"Consumer, Cyclical",AISAN INDUSTRY CO LTD,7283,7283,Japan,TSEJ,JPY
4667,Japan,JPY,TSE,JP3101800005,Aisan Technology Co Ltd,Common Stock,1641.0,2022-08-03,japan,Aisan Tech,Aisan Technology Co Ltd,JPY,4667,equity,AISAN TECHNOLOGY CO LTD,Technology,AISAN TECHNOLOGY CO LTD,4667,4667,Japan,TSEJ,JPY
7259,Japan,JPY,TSE,JP3102000001,Aisin Seiki Ltd,Common Stock,4020.0,2022-08-03,japan,Aisin Seiki Ltd,Aisin Seiki Ltd,JPY,7259,equity,AISIN SEIKI CO LTD,,,,,,,
600271,China,CNY,SHG,CNE000001FB1,Aisino Corp,Common Stock,10.59,2022-08-03,china,Aisino Corp,Aisino Corp,CNY,600271,equity,AISINO CORP-A,Technology,AISINO CORP-A,600271,600271,China,SEHKNTL,CNH
9381,Japan,JPY,TSE,JP3160050005,AIT Corp,Common Stock,1803.0,2022-08-03,japan,AIT Corp,AIT Corp,JPY,9381,equity,AIT CORP,Industrial,AIT CORP,9381,9381,Japan,TSEJ,JPY
8708,Japan,JPY,TSE,JP3101850000,Aizawa Securities Co Ltd,Common Stock,636.0,2022-08-03,japan,Aizawa Securities,Aizawa Securities Co Ltd,JPY,8708,equity,AIZAWA SECURITIES CO LTD,,,,,,,
2802,Japan,JPY,TSE,JP3119600009,Ajinomoto Co. Inc.,Common Stock,3688.0,2022-08-03,japan,"Ajinomoto Co., Inc.","Ajinomoto Co., Inc.",JPY,2802,equity,AJINOMOTO CO INC,"Consumer, Non-cyclical",AJINOMOTO CO INC,2802,2802,Japan,TSEJ,JPY
538,Hong Kong,HKD,HK,KYG0192S1093,Ajisen China Holdings Ltd,Common Stock,0.81,2022-08-03,hong kong,Ajisen China Holdings,Ajisen China Holdings Ltd,HKD,0538,equity,AJISEN CHINA HOLDINGS LTD,,AJISEN CHINA HOLDINGS LTD,,0538,Hong Kong,SEHK,HKD
AKAM,USA,USD,US,US00971T1016,Akamai Technologies Inc,Common Stock,94.84,2022-08-02,united states,Akamai,Akamai Technologies Inc,USD,AKAM,equity,AKAMAI TECHNOLOGIES INC,Technology,AKAMAI TECHNOLOGIES INC,NMS,AKAM,,,
1997,Japan,JPY,TSE,JP3131000006,Akatsuki Eazima Co Ltd,Common Stock,1342.0,2022-08-03,japan,Akatsuki Eazima,Akatsuki Eazima Co Ltd,JPY,1997,equity,AKATSUKI EAZIMA CO LTD,Industrial,AKATSUKI EAZIMA CO LTD,1997,1997,Japan,TSEJ,JPY
7238,Japan,JPY,TSE,JP3108400007,Akebono Brake Industry Co Ltd,Common Stock,152.0,2022-08-03,japan,Akebono Brake Industry,Akebono Brake Industry Co Ltd,JPY,7238,equity,AKEBONO BRAKE INDUSTRY CO,"Consumer, Cyclical",AKEBONO BRAKE INDUSTRY CO,7238,7238,Japan,TSEJ,JPY
KERN,USA,USD,US,US00973W1027,Akerna Corp,Common Stock,0.14,2022-08-02,united states,Akerna,Akerna Corp,USD,KERN,equity,AKERNA CORP,Technology,AKERNA CORP,SCM,KERN,,,
1380,Japan,JPY,TSE,JP3107400008,Akikawa Foods & Farms Co Ltd,Common Stock,1070.0,2022-08-02,japan,Akikawa Foods & Farms,Akikawa Foods & Farms Co Ltd,JPY,1380,equity,AKIKAWA FOODS & FARMS CO LTD,"Consumer, Non-cyclical",AKIKAWA FOODS & FARMS CO LTD,1380,1380,Japan,TSEJ,JPY
AKTS,USA,USD,US,US00973N1028,Akoustis Technologies Inc,Common Stock,4.4,2022-08-02,united states,Akoustis Tech,Akoustis Technologies Inc,USD,AKTS,equity,AKOUSTIS TECHNOLOGIES INC,Industrial,AKOUSTIS TECHNOLOGIES INC,SCM,AKTS,,,
ALG,USA,USD,US,US0113111076,Alamo Group Inc,Common Stock,127.1,2022-08-02,united states,Alamo,Alamo Group Inc,USD,ALG,equity,ALAMO GROUP INC,Industrial,ALAMO GROUP INC,ALG,ALG,,,
AUQ,Australia,AUD,AU,AU000000AUQ7,Alara Resources Ltd,Common Stock,0.044,2022-08-03,australia,Alara Resources Ltd,Alara Resources Ltd,AUD,AUQ,equity,ALARA RESOURCES LTD,Basic Materials,ALARA RESOURCES LTD,AUQ,AUQ,Australia,ASX,AUD
ALRM,USA,USD,US,US0116421050,Alarm.com Holdings Inc,Common Stock,70.3,2022-08-02,united states,Alarm.com Holdings,Alarm.com Holdings Inc,USD,ALRM,equity,ALARM.COM HOLDINGS INC,"Consumer, Non-cyclical",ALARM.COM HOLDINGS INC,NMS,ALRM,,,
ALK,USA,USD,US,US0116591092,Alaska Air Group Inc,Common Stock,44.5,2022-08-02,united states,Alaska Air,Alaska Air Group Inc,USD,ALK,equity,ALASKA AIR GROUP INC,"Consumer, Cyclical",ALASKA AIR GROUP INC,ALK,ALK,,,
ALBA,UK,GBX,LSE,GB00B06KBB18,Alba Mineral Resources,Common Stock,0.18,2022-08-03,united kingdom,Alba Mineral,Alba Mineral Resources,GBP,ALBA,equity,ALBA MINERAL RESOURCES PLC,Basic Materials,ALBA MINERAL RESOURCES PLC,ASQ1,ALBA,United Kingdom,LSE,GBP
ALB,USA,USD,US,US0126531013,Albemarle Corp,Common Stock,243.89,2022-08-02,mexico,Albemarle,Albemarle Corp,MXN,ALB,equity,ALBEMARLE CORP,Basic Materials,ALBEMARLE CORP,ALB,ALB,,,
3906,Japan,JPY,TSE,JP3126460009,Albert Inc,Common Stock,4540.0,2022-08-03,japan,Albert,Albert Inc,JPY,3906,equity,ALBERT INC,Communications,ALBERT INC,3906,3906,Japan,TSEJ,JPY
ALAC,USA,USD,US,VGG350061088,Alberton Acquisition Corporation,Common Stock,12.02,2022-07-28,united states,Alberton Acquisition,Alberton Acquisition Corp,USD,ALAC,equity,ALBERTON ACQUISITION CORP,Diversified,ALBERTON ACQUISITION CORP,ALAC,ALAC,,,
ALBO,USA,USD,US,US01345P1066,Albireo Pharma Inc,Common Stock,19.64,2022-08-02,united states,Albireo Pharma,Albireo Pharma Inc,USD,ALBO,equity,ALBIREO PHARMA INC,"Consumer, Non-cyclical",ALBIREO PHARMA INC,SCM,ALBO,,,
ALY,Australia,AUD,AU,AU000000ALY0,Alchemy Resources Ltd,Common Stock,0.015,2022-08-03,australia,Alchemy Resources Ltd,Alchemy Resources Ltd,AUD,ALY,equity,ALCHEMY RESOURCES LTD,Basic Materials,ALCHEMY RESOURCES LTD,ALY,ALY,Australia,ASX,AUD
328,Hong Kong,HKD,HK,BMG0154K1027,Alco Holdings Ltd,Common Stock,0.042,2022-08-03,hong kong,Alco,Alco Holdings Ltd,HKD,0328,equity,ALCO HOLDINGS LTD.,,,,,,,
3036,Japan,JPY,TSE,JP3126210008,Alconix Corp,Common Stock,1310.0,2022-08-03,japan,Alconix Corp,Alconix Corp,JPY,3036,equity,ALCONIX CORP,"Consumer, Cyclical",ALCONIX CORP,3036,3036,Japan,TSEJ,JPY
ALELIO,Sweden,SEK,ST,SE0008348072,Alelion Energy Systems AB,Common Stock,0.78,2022-08-03,sweden,Alelion Energy Systems,Alelion Energy Systems AB,SEK,ALELIO,equity,ALELION ENERGY SYSTEMS AB,Energy,ALELION ENERGY SYSTEMS AB,ALELIO,ALELIO,Sweden,SFB,SEK
ALRS,USA,USD,US,US01446U1034,Alerus Financial Corp,Common Stock,24.42,2022-08-02,united states,Alerus Fin,Alerus Financial Corp,USD,ALRS,equity,ALERUS FINANCIAL CORP,Financial,ALERUS FINANCIAL CORP,SCM,ALRS,,,
AXU,USA,USD,US,CA01535P1062,Alexco Resource Corp,Common Stock,0.51,2022-08-02,canada,Alexco Resource,Alexco Resource Corp,CAD,AXU,equity,ALEXCO RESOURCE CORP,Industrial,ALEXCO RESOURCE CORP,AXU,AXU,,,
AJX,Australia,AUD,AU,AU000000AJX6,Alexium International Group,Common Stock,0.024,2022-08-03,australia,Alexium International Group,Alexium International Group,AUD,AJX,equity,ALEXIUM INTERNATIONAL GROUP,Basic Materials,ALEXIUM INTERNATIONAL GROUP,AJX,AJX,Australia,ASX,AUD
ALFA,Sweden,SEK,ST,SE0000695876,Alfa Laval AB,Common Stock,294.6,2022-08-03,sweden,Alfa Laval AB,Alfa Laval AB,SEK,ALFA,equity,ALFA LAVAL AB,Industrial,ALFA LAVAL AB,ALFA,ALFA,Sweden,SFB,SEK
2784,Japan,JPY,TSE,JP3126340003,Alfresa Holdings Corp,Common Stock,1695.0,2022-08-03,japan,Alfresa Holdings Corp,Alfresa Holdings Corp,JPY,2784,equity,ALFRESA HOLDINGS CORP,"Consumer, Non-cyclical",ALFRESA HOLDINGS CORP,2784,2784,Japan,TSEJ,JPY
AQN,Canada,CAD,TO,CA0158571053,Algonquin Power & Utilities Corp,Common Stock,17.95,2022-08-02,canada,Algonquin Power,Algonquin Power & Utilities Corp,CAD,AQN,equity,ALGONQUIN POWER & UTILITIES,Utilities,ALGONQUIN POWER & UTILITIES,AQN,AQN,,,
241,Hong Kong,HKD,HK,BMG0171K1018,Alibaba Health Information Technology Ltd,Common Stock,4.49,2022-08-03,hong kong,Alibaba Health Information Tech,Alibaba Health Information Technology Ltd,HKD,0241,equity,ALIBABA HEALTH INFORMATION T,,,,,,,
1060,Hong Kong,HKD,HK,BMG0171W1055,Alibaba Pictures Group Ltd,Common Stock,0.62,2022-08-03,hong kong,Alibaba Pictures,Alibaba Pictures Group Ltd,HKD,1060,equity,ALIBABA PICTURES GROUP LTD,"Consumer, Cyclical",ALIBABA PICTURES GROUP LTD,1060,1060,Hong Kong,SEHK,HKD
ALCO,USA,USD,US,US0162301040,Alico Inc,Common Stock,35.53,2022-08-02,united states,Alico,Alico Inc,USD,ALCO,equity,ALICO INC,"Consumer, Non-cyclical",ALICO INC,NMS,ALCO,,,
ALGN,USA,USD,US,US0162551016,Align Technology Inc,Common Stock,281.23,2022-08-02,united states,Align,Align Technology Inc,USD,ALGN,equity,ALIGN TECHNOLOGY INC,"Consumer, Non-cyclical",ALIGN TECHNOLOGY INC,NMS,ALGN,,,
ALYA,Canada,CAD,TO,CA01643B1067,Alithya Group inc Class A,Common Stock,3.03,2022-08-02,united states,Alithya A,Alithya Group inc Class A,USD,ALYA,equity,ALITHYA GROUP INC-CLASS A,Technology,ALITHYA GROUP INC-CLASS A,ALYA,ALYA,,,
ALJJ,USA,USD,US,US0016271084,ALJ Regional Holdings Inc,Common Stock,1.98,2022-08-02,united states,ALJ Regional,ALJ Regional Holdings Inc,USD,ALJJ,equity,ALJ REGIONAL HOLDINGS INC,Technology,ALJ REGIONAL HOLDINGS INC,NMS,ALJJ,,,
ALKS,USA,USD,US,IE00B56GVS15,Alkermes Plc,Common Stock,25.63,2022-08-02,united states,Alkermes Plc,Alkermes Plc,USD,ALKS,equity,ALKERMES PLC,"Consumer, Non-cyclical",ALKERMES PLC,NMS,ALKS,,,
ALLK,USA,USD,US,US01671P1003,Allakos Inc,Common Stock,3.29,2022-08-02,united states,Allakos,Allakos Inc,USD,ALLK,equity,ALLAKOS INC,"Consumer, Non-cyclical",ALLAKOS INC,NMS,ALLK,,,
ATI,USA,USD,US,US01741R1023,Allegheny Technologies Incorporated,Common Stock,25.04,2022-08-02,united states,Allegheny Technologies,Allegheny Technologies Incorporated,USD,ATI,equity,ALLEGHENY TECHNOLOGIES INC,,,,,,,
ABTX,USA,USD,US,US01748H1077,Allegiance Bancshares Inc,Common Stock,43.42,2022-08-02,united states,Allegiance Bancshares Inc,Allegiance Bancshares Inc,USD,ABTX,equity,ALLEGIANCE BANCSHARES INC,Financial,ALLEGIANCE BANCSHARES INC,NMS,ABTX,,,
AGY,UK,GBX,LSE,GB00B02LCQ05,Allergy Therapeutics,Common Stock,19.0,2022-08-03,united kingdom,Allergy Therapeutics,Allergy Therapeutics,GBP,AGY,equity,ALLERGY THERAPEUTICS PLC,"Consumer, Non-cyclical",ALLERGY THERAPEUTICS PLC,ASQ1,AGY,United Kingdom,LSE,GBP
ALE,USA,USD,US,US0185223007,Allete Inc,Common Stock,62.17,2022-08-02,united states,Allete,Allete Inc,USD,ALE,equity,ALLETE INC,Utilities,ALLETE INC,ALE,ALE,,,
AQZ,Australia,AUD,AU,AU000000AQZ6,Alliance Aviation Services Ltd,Common Stock,3.42,2022-08-03,australia,Alliance Aviation,Alliance Aviation Services Ltd,AUD,AQZ,equity,ALLIANCE AVIATION SERVICES L,"Consumer, Cyclical",ALLIANCE AVIATION SERVICES L,AQZ,AQZ,Australia,ASX,AUD
BFH,USA,USD,US,US0185811082,Bread Financial Holdings Inc,Common Stock,38.27,2022-08-02,united states,Alliance Data Systems,Alliance Data Systems Corp,USD,ADS,equity,ALLIANCE DATA SYSTEMS CORP,,,,,,,
ARLP,USA,USD,US,US01877R1086,Alliance Resource Partners LP,Common Stock,22.65,2022-08-02,united states,Alliance Resource,Alliance Resource Partners LP,USD,ARLP,equity,ALLIANCE RESOURCE PARTNERS,Energy,ALLIANCE RESOURCE PARTNERS,NMS,ARLP,,,
AGS,Australia,AUD,AU,AU000000AGS2,Alliance Resources Ltd,Common Stock,0.17500000000000002,2022-07-19,australia,Alliance Resources,Alliance Resources Ltd,AUD,AGS,equity,ALLIANCE RESOURCES LTD,,ALLIANCE RESOURCES LTD,,AGS,Australia,ASX,AUD
ATST,UK,GBX,LSE,GB00B11V7W98,Alliance Trust PLC,Common Stock,973.0,2022-08-03,united kingdom,Alliance Trust,Alliance Trust PLC,GBP,ATST,equity,ALLIANCE TRUST PLC,,ALLIANCE TRUST PLC,STMM,ATST,United Kingdom,LSE,GBP
LNT,USA,USD,US,US0188021085,Alliant Energy Corp,Common Stock,60.79,2022-08-02,united states,Alliant Energy,Alliant Energy Corp,USD,LNT,equity,ALLIANT ENERGY CORP,Utilities,ALLIANT ENERGY CORP,NMS,LNT,,,
AGE,Australia,AUD,AU,AU000000AGE2,Alligator Energy Ltd,Common Stock,0.059000000000000004,2022-08-03,australia,Alligator Energy Ltd,Alligator Energy Ltd,AUD,AGE,equity,ALLIGATOR ENERGY LTD,Basic Materials,ALLIGATOR ENERGY LTD,AGE,AGE,Australia,ASX,AUD
ALSN,USA,USD,US,US01973R1014,Allison Transmission Holdings Inc,Common Stock,40.94,2022-08-02,united states,Allison Transmission,Allison Transmission Holdings Inc,USD,ALSN,equity,ALLISON TRANSMISSION HOLDING,"Consumer, Cyclical",ALLISON TRANSMISSION HOLDING,ALSN,ALSN,,,
ALMD,Israel,ILA,TA,IL0011014508,Allmed Solutions Ltd,Common Stock,38.5,2022-08-03,israel,Allium Medical,Allium Medical Solutions Ltd,ILS,ALMD,equity,ALLIUM MEDICAL SOLUTIONS LTD,,,,,,,
ALL,USA,USD,US,US0200021014,Allstate Corp,Common Stock,115.7,2022-08-02,united states,Allstate,Allstate Corp,USD,ALL,equity,ALLSTATE CORP,Financial,ALLSTATE CORP,ALL,ALL,,,
ALLY,USA,USD,US,US02005N1000,Ally Financial Inc,Common Stock,32.14,2022-08-02,united states,Ally Financial Inc,Ally Financial Inc,USD,ALLY,equity,ALLY FINANCIAL INC,Financial,ALLY FINANCIAL INC,ALLY,ALLY,,,
AAU,USA,USD,US,CA0202833053,Almaden Minerals Ltd,Common Stock,0.2386,2022-08-02,canada,Almaden Minerals,Almaden Minerals Ltd,CAD,AMM,equity,ALMADEN MINERALS LTD - B,Basic Materials,ALMADEN MINERALS LTD - B,AMM,AMM,,,
DEX,Canada,CAD,V,CA02028L1076,Almadex Minerals Ltd,Common Stock,0.265,2022-08-02,canada,Almadex Minerals,Almadex Minerals Ltd,CAD,DEX,equity,ALMADEX MINERALS LTD/NEW,Basic Materials,ALMADEX MINERALS LTD/NEW,DEX,DEX,,,
ALNY,USA,USD,US,US02043Q1076,Alnylam Pharmaceuticals Inc,Common Stock,141.97,2022-08-02,united states,Alnylam,Alnylam Pharmaceuticals Inc,USD,ALNY,equity,ALNYLAM PHARMACEUTICALS INC,"Consumer, Non-cyclical",ALNYLAM PHARMACEUTICALS INC,NMS,ALNY,,,
ALGS,Israel,ILA,TA,IL0011176885,Alon Natural Gas Exploration Ltd,Common Stock,3006.0,2022-08-03,israel,Alon Natural Gas,Alon Natural Gas Exploration Ltd,ILS,ALGS,equity,ALON NATURAL GAS EXPLORATION,,,,,,,
3028,Japan,JPY,TSE,JP3126470008,Alpen Co Ltd,Common Stock,2100.0,2022-08-03,japan,Alpen Co Ltd,Alpen Co Ltd,JPY,3028,equity,ALPEN CO LTD,"Consumer, Cyclical",ALPEN CO LTD,3028,3028,Japan,TSEJ,JPY
3322,Japan,JPY,TSE,JP3126370000,Alpha Group Inc,Common Stock,710.0,2022-08-02,japan,Alpha Group,Alpha Group Inc,JPY,3322,equity,ALPHA GROUP INC,Communications,ALPHA GROUP INC,3322,3322,Japan,TSEJ,JPY
GOOGL,USA,USD,US,US02079K3059,Alphabet Inc Class A,Common Stock,115.13,2022-08-02,mexico,Alphabet A,Alphabet Inc,MXN,GOOGL,equity,ALPHABET INC,,,,,,,
ALFA,USA,USD,US,US26922A3059,AlphaClone Alternative Alpha ETF,ETF,60.06,2022-08-02,united states,AlphaClone Alternative Alpha,AlphaClone Alternative Alpha,USD,ALFA,other,ALPHACLONE ALTERNATIVE ALPHA,,ALPHACLONE ALTERNATIVE ALPHA,ALFA,ALFA,,,
SMCP,USA,USD,US,US26922A8348,AlphaMark Actively Managed Small Cap ETF,ETF,25.5847,2022-08-02,united states,AlphaMark Actively Managed Small,AlphaMark Actively Managed Small Cap,USD,SMCP,equity,ALPHAMARK ACT MANAGED SMALL,,ALPHAMARK ACT MANAGED SMALL,NMS,SMCP,,,
ATEC,USA,USD,US,US02081G2012,Alphatec Holdings Inc,Common Stock,7.78,2022-08-02,united states,Alphatecs,Alphatec Holdings Inc,USD,ATEC,equity,ALPHATEC HOLDINGS INC,"Consumer, Non-cyclical",ALPHATEC HOLDINGS INC,NMS,ATEC,,,
ALPN,USA,USD,US,US02083G1004,Alpine Immune Sciences Inc,Common Stock,8.2,2022-08-02,united states,Alpine Immune Sciences,Alpine Immune Sciences Inc,USD,ALPN,equity,ALPINE IMMUNE SCIENCES INC,"Consumer, Non-cyclical",ALPINE IMMUNE SCIENCES INC,NMS,ALPN,,,
ALTR,USA,USD,US,US0213691035,Altair Engineering Inc,Common Stock,58.31,2022-08-02,united states,Altair Engineering,Altair Engineering Inc,USD,ALTR,equity,ALTAIR ENGINEERING INC - A,Technology,ALTAIR ENGINEERING INC - A,NMS,ALTR,,,
4641,Japan,JPY,TSE,JP3126350002,Altech Corp,Common Stock,1929.0,2022-08-03,japan,Altech Corp,Altech Corp,JPY,4641,equity,ALTECH CORP,"Consumer, Non-cyclical",ALTECH CORP,4641,4641,Japan,TSEJ,JPY
ATH,Australia,AUD,AU,AU0000043945,Alterity Therapeutics Ltd,Common Stock,0.016,2022-08-03,australia,Alterity Therapeutics,Alterity Therapeutics Ltd,AUD,ATH,equity,ALTERITY THERAPEUTICS LTD,"Consumer, Non-cyclical",ALTERITY THERAPEUTICS LTD,ATH,ATH,Australia,ASX,AUD
1AG,Australia,AUD,AU,AU0000001AG5,Alterra Ltd,Common Stock,0.016,2022-08-03,australia,Alterra,Alterra Ltd,AUD,1AG,equity,ALTERRA LTD,Basic Materials,ALTERRA LTD,1AG,1AG,Australia,ASX,AUD
AGH,Australia,AUD,AU,AU0000022774,Althea Group Holdings Ltd,Common Stock,0.13,2022-08-03,australia,Althea,Althea Group Holdings Ltd,AUD,AGH,equity,ALTHEA GROUP HOLDINGS LTD,"Consumer, Non-cyclical",ALTHEA GROUP HOLDINGS LTD,AGH,AGH,Australia,ASX,AUD
ALC,Spain,EUR,MC,ES0113312005,Altia Consultores S.A.,Common Stock,26.2,2022-08-03,spain,Altia Consultores S.A.,Altia Consultores S.A.,EUR,ALC,equity,ALTIA CONSULTORES SA,Technology,ALTIA CONSULTORES SA,FIXING,ALC,Spain,BM,EUR
AAMC,USA,USD,US,VI02153X1080,Altisource Asset Management Corp,Common Stock,16.5,2022-08-02,united states,Altisource Asset Management,Altisource Asset Management Corp,USD,AAMC,equity,ALTISOURCE ASSET MANAGEMENT,Financial,ALTISOURCE ASSET MANAGEMENT,AAMC,AAMC,,,
ALT,UK,GBX,LSE,GB00B0LSFV82,Altitude Group Plc,Common Stock,26.0,2022-08-03,united kingdom,Altitude,Altitude Group Plc,GBP,ALT,equity,ALTITUDE GROUP PLC,Technology,ALTITUDE GROUP PLC,ASQ1,ALT,United Kingdom,LSE,GBP
3672,Japan,JPY,TSE,JP3201800004,AltPlus Inc,Common Stock,345.0,2022-08-03,japan,AltPlus Inc,AltPlus Inc,JPY,3672,equity,ALTPLUS INC,Technology,ALTPLUS INC,3672,3672,Japan,TSEJ,JPY
MO,USA,USD,US,US02209S1033,Altria Group,Common Stock,43.83,2022-08-02,mexico,Altria,Altria Group Inc,MXN,MO,equity,ALTRIA GROUP INC,"Consumer, Non-cyclical",ALTRIA GROUP INC,MO,MO,,,
ATUUF,USA,USD,US,CA02210D1033,Altura Energy Inc,Common Stock,1.4463,2022-08-02,canada,Altura Energy,Altura Energy Inc,CAD,ATU,equity,ALTURA ENERGY INC,,ALTURA ENERGY INC,,ATU,Canada,VENTURE,CAD
ALT,Canada,CAD,V,CA0221431012,Alturas Minerals Corp,Common Stock,0.02,2022-07-29,canada,Alturas Minerals,Alturas Minerals Corp,CAD,ALT,equity,ALTURAS MINERALS CORP,Basic Materials,ALTURAS MINERALS CORP,ALT,ALT,,,
AWC,Australia,AUD,AU,AU000000AWC3,Alumina Ltd,Common Stock,1.51,2022-08-03,germany,Alumina,Alumina Ltd,EUR,AWC,equity,ALUMINA LTD,Basic Materials,ALUMINA LTD,AWC,AWC,Australia,ASX,AUD
2600,Hong Kong,HKD,HK,CNE1000001T8,Aluminum Corp of China Ltd,Common Stock,2.69,2022-08-03,hong kong,Aluminum Corp of China,Aluminum Corp of China Ltd,HKD,2600,equity,ALUMINUM CORP OF CHINA LTD-H,,,,,,,
6113,Japan,JPY,TSE,JP3122800000,Amada Co. Ltd.,Common Stock,1053.0,2022-08-03,japan,Amada,"Amada Co., Ltd.",JPY,6113,equity,AMADA CO LTD,Industrial,AMADA CO LTD,6113,6113,Japan,TSEJ,JPY
2402,Japan,JPY,TSE,JP3124200001,Amana inc,Common Stock,576.0,2022-08-03,japan,Amana,Amana inc,JPY,2402,equity,AMANA INC,Communications,AMANA INC,2402,2402,Japan,TSEJ,JPY
