Code,Country,Currency,Exchange,ISIN,Name,Type,previousClose,previousCloseDate
935,China,CNY,SHE,CNE000001048,Sichuan Shuangma Cement Co Ltd,Common Stock,21.99,2022-07-21
600779,China,CNY,SHG,CNE000000NH4,Sichuan Swellfun Co Ltd,Common Stock,78.15,2022-07-21
ALBFR,France,EUR,PA,FR0010202606,Sidetrade,Common Stock,120.0,2022-07-21
SFZN,Switzerland,CHF,SW,CH0014284498,Siegfried Holding Ltd,Common Stock,681.0,2022-07-21
SGRE,Spain,EUR,MC,ES0143416115,Siemens Gamesa Renewable Energy S.A.,Common Stock,17.92,2022-07-21
SHL,Germany,EUR,XETRA,DE000SHL1006,Siemens Healthineers AG,Common Stock,49.88,2022-07-21
SHL,Australia,AUD,AU,AU000000SHL7,Sonic Healthcare Ltd,Common Stock,34.39,2022-07-21
BSRR,USA,USD,US,US82620P1021,Sierra Bancorp,Common Stock,22.04,2022-07-21
SIFG,Netherlands,EUR,AS,NL0011660485,Sif Holding NV,Common Stock,11.4,2022-07-21
6088,Japan,JPY,TSE,JP3348950001,Sigmaxyz Inc,Common Stock,1185.0,2022-07-21
SIGIND,India,INR,NSE,INE529F01035,Signet Industries Limited,Common Stock,39.1,2022-07-21
SIKA,Switzerland,CHF,SW,CH0418792922,Sika AG,Common Stock,237.7,2022-07-21
SLX,Australia,AUD,AU,AU000000SLX4,Silex Systems Ltd,Common Stock,3.34,2022-07-21
SILLYMONKS,India,INR,NSE,INE203Y01012,Silly Monks Entertainment Limited,Common Stock,18.7,2022-07-21
WAF,Germany,EUR,XETRA,DE000WAF3001,Siltronic AG,Common Stock,72.6,2022-07-21
SFG,Poland,PLN,WAR,EE3100001751,Silvano Fashion Group AS,Common Stock,4.4,2022-07-21
SLR,Australia,AUD,AU,AU000000SLR6,Silver Lake Resources Ltd,Common Stock,1.35,2022-07-21
SLR,Spain,EUR,MC,ES0165386014,Solaria Energía y Medio Ambiente S.A,Common Stock,20.62,2022-07-21
SVL,Australia,AUD,AU,AU000000SVL8,Silver Mines Ltd,Common Stock,0.155,2022-07-21
SPD,Canada,CAD,V,CA82808Q2036,Silver Predator Corp,Common Stock,0.115,2022-07-20
SSE,UK,GBX,LSE,GB0007908733,SSE PLC,Common Stock,1721.0,2022-07-21
SILVERTUC,India,INR,NSE,INE625X01018,Silver Touch Technologies Limited,Common Stock,335.5,2022-07-21
SVM,Australia,AUD,AU,AU000000SVM6,Sovereign Metals Ltd,Common Stock,0.46,2022-07-21
SIMBHALS,India,INR,NSE,INE748T01016,Simbhaoli Sugars Limited,Common Stock,22.75,2022-07-21
SIM,Denmark,DKK,CO,DK0060495240,Simcorp A/S,Common Stock,545.8,2022-07-21
SPG,USA,USD,US,US8288061091,Simon Property Group Inc,Common Stock,104.24,2022-07-21
SIMPLEXINF,India,INR,NSE,INE059B01024,Simplex Infrastructures Limited,Common Stock,59.6,2022-07-21
SGM,Australia,AUD,AU,AU000000SGM7,Sims Metal Management Ltd,Common Stock,14.4,2022-07-21
BKA,Singapore,SGD,SG,SG1CB2000008,Sin Heng Heavy Machinery Limited,Common Stock,0.485,2022-07-21
A26,Singapore,SGD,SG,SG1E97853881,Sinarmas Land Limited,Common Stock,0.199,2022-07-20
7782,Japan,JPY,TSE,JP3376500009,Sincere Co Ltd,Common Stock,418.0,2022-07-21
6507,Japan,JPY,TSE,JP3375400003,Sinfonia Technology Co Ltd,Common Stock,1452.0,2022-07-21
5IC,Singapore,SGD,SG,SG1T28930090,Sing Holdings Limited,Common Stock,0.39,2022-07-21
S68,Singapore,SGD,SG,SG1J26887955,Singapore Exchange Limited,Common Stock,9.78,2022-07-21
5OT,Singapore,SGD,SG,SG1Y37945678,Singapore Medical Group Limited,Common Stock,0.31,2022-07-21
Y45,Singapore,SGD,SG,SG1T17929525,Singapore Myanmar Investco Limited,Common Stock,0.04,2022-07-21
S08,Singapore,SGD,SG,SG1N89910219,Singapore Post Limited,Common Stock,0.64,2022-07-21
S19,Singapore,SGD,SG,SG1J24887775,Singapore Shipping Corporation Limited,Common Stock,0.275,2022-07-21
S63,Singapore,SGD,SG,SG1F60858221,Singapore Technologies Engineering Ltd,Common Stock,4.04,2022-07-21
Z74,Singapore,SGD,SG,SG1T75931496,Singapore Telecommunications Limited,Common Stock,2.67,2022-07-21
S23,Singapore,SGD,SG,SG1M01001924,Singapura Finance Ltd,Common Stock,0.8,2022-07-20
250,Hong Kong,HKD,HK,HK0250031678,Sino-I Technology Ltd,Common Stock,0.02,2022-07-20
600500,China,CNY,SHG,CNE0000011R3,Sinochem International Corp,Common Stock,6.66,2022-07-21
600109,China,CNY,SHG,CNE000000SV4,Sinolink Securities Co Ltd,Common Stock,8.69,2022-07-21
603126,China,CNY,SHG,CNE100001TB1,Sinoma Energy Conservation Ltd,Common Stock,7.26,2022-07-21
600970,China,CNY,SHG,CNE000001LS3,Sinoma International Engineering Co Ltd,Common Stock,9.75,2022-07-21
600335,China,CNY,SHG,CNE0000017D0,Sinomach Automobile Co Ltd,Common Stock,11.46,2022-07-21
2386,Hong Kong,HKD,HK,CNE100001NV2,Sinopec Engineering(Group)Co,Common Stock,3.5,2022-07-21
852,China,CNY,SHE,CNE000000XK7,Sinopec Oilfield Equipment Corp,Common Stock,7.09,2022-07-21
1033,Hong Kong,HKD,HK,CNE1000004D6,Sinopec Oilfield Service Corp,Common Stock,0.5700000000000001,2022-07-21
1099,Hong Kong,HKD,HK,CNE100000FN7,Sinopharm Group Co Ltd,Common Stock,18.44,2022-07-21
928,China,CNY,SHE,CNE0000007W1,Sinosteel Engineering and Technology Co Ltd,Common Stock,6.08,2022-07-21
3808,Hong Kong,HKD,HK,HK3808041546,Sinotruk Hong Kong Ltd,Common Stock,9.99,2022-07-21
SPTL,India,INR,NSE,INE501W01021,Sintex Plastics Technology Limited,Common Stock,4.1,2022-07-21
6339,Japan,JPY,TSE,JP3378200004,Sintokogio Ltd,Common Stock,719.0,2022-07-21
SRI,Australia,AUD,AU,AU000000SRI2,Sipa Resources Ltd,Common Stock,0.038,2022-07-21
SIRI,USA,USD,US,US82968B1035,Sirius XM Holding Inc,Common Stock,6.52,2022-07-21
1696,Hong Kong,HKD,HK,IL0011418113,Sisram Medical Ltd,Common Stock,11.98,2022-07-21
SITC,USA,USD,US,US82981J1097,Site Centers Corp,Common Stock,13.95,2022-07-21
SIT,Australia,AUD,AU,AU000000SIT8,Site Group International Ltd,Common Stock,0.003,2022-07-21
SITINET,India,INR,NSE,INE965H01011,Siti Networks Limited,Common Stock,1.75,2022-07-21
1023,Hong Kong,HKD,HK,KYG8190E1052,Sitoy Group Holdings Ltd,Common Stock,0.425,2022-07-21
SI6,Australia,AUD,AU,AU000000SI67,Si6 Metals Ltd,Common Stock,0.008,2022-07-21
LNSX,Germany,EUR,XETRA,DE000A0DPRE6,Allane SE,Common Stock,13.4,2022-07-21
SIYSIL,India,INR,NSE,INE076B01028,Siyaram Silk Mills Limited,Common Stock,554.9,2022-07-21
SJVN,India,INR,NSE,INE002L01015,SJVN Limited,Common Stock,28.35,2022-07-21
SJVN,India,INR,NSE,INE002L01015,SJVN Limited,Common Stock,28.35,2022-07-21
4628,Japan,JPY,TSE,JP3162650000,Sk Kaken Co Ltd,Common Stock,32900.0,2022-07-21
6677,Japan,JPY,TSE,JP3162640001,SK-Electronics Co Ltd,Common Stock,915.0,2022-07-21
SEB-A,Sweden,SEK,ST,SE0000148884,Skandinaviska Enskilda Banken AB (publ),Common Stock,106.95,2022-07-21
SKA-B,Sweden,SEK,ST,SE0000113250,Skanska AB (publ),Common Stock,163.95,2022-07-21
SKFINDIA,India,INR,NSE,INE640A01023,SKF India Limited,Common Stock,3997.25,2022-07-21
SKIL,India,INR,NSE,INE429F01012,SKIL Infrastructure Limited,Common Stock,3.3,2022-07-20
SKN,Australia,AUD,AU,AU000000SKN7,Skin Elements Ltd,Common Stock,0.027,2022-07-21
SBTX,UK,GBX,LSE,GB00BF33H870,SkinBioTherapeutics PLC,Common Stock,27.0,2022-07-21
SKIPPER,India,INR,NSE,INE439E01022,Skipper Limited,Common Stock,57.05,2022-07-21
SKJE,Denmark,DKK,CO,DK0010295922,Skjern Bank,Common Stock,108.0,2022-07-21
SKC,Australia,AUD,AU,NZSKCE0001S2,Skycity Entertainment Group Ltd,Common Stock,2.49,2022-07-21
SKT,Australia,AUD,AU,NZSKTE0001S6,Sky Network Television Ltd.,Common Stock,2.16,2022-07-21
9412,Japan,JPY,TSE,JP3396350005,SKY Perfect JSAT Holdings Inc.,Common Stock,555.0,2022-07-21
59,Hong Kong,HKD,HK,BMG8220B1476,Skyfame Realty Holdings Ltd,Common Stock,0.076,2022-07-21
SYH,Canada,CAD,V,CA8308166096,Skyharbour Resources Ltd,Common Stock,0.36,2022-07-21
SKP,Canada,CAD,V,CA86332K2020,Strikepoint Gold Inc,Common Stock,0.07,2022-07-21
3197,Japan,JPY,TSE,JP3396210001,Skylark Co Ltd,Common Stock,1607.0,2022-07-21
SKLN,Israel,ILA,TA,CA83084Y1007,Skyline Investments Inc,Common Stock,2402.0,2022-07-21
810,China,CNY,SHE,CNE0000000L9,Skyworth Digital Co Ltd,Common Stock,18.3,2022-07-21
SXL,Australia,AUD,AU,AU000000SXL4,Southern Cross Media Group Ltd,Common Stock,1.2,2022-07-21
SLNG,USA,USD,US,US85236P1012,Stabilis Solutions Inc,Common Stock,4.15,2022-07-21
SGH,Australia,AUD,AU,AU000000SGH7,Slater & Gordon Ltd,Common Stock,0.505,2022-07-21
SLIGR,Netherlands,EUR,AS,NL0000817179,Sligro Food Group NV,Common Stock,19.92,2022-07-21
AM3D,Germany,EUR,XETRA,DE000A111338,SLM Solutions Group AG,Common Stock,12.26,2022-07-21
S92,Germany,EUR,XETRA,DE000A0DJ6J9,SMA Solar Technology AG,Common Stock,46.62,2022-07-21
SMS,UK,GBX,LSE,GB00B4X1RC86,Smart Metering Systems plc,Common Stock,888.0,2022-07-21
SPZ,Australia,AUD,AU,AU000000SPZ0,Smart Parking Ltd,Common Stock,0.18,2022-07-21
SIQ,Australia,AUD,AU,AU000000SIQ4,SmartGroup Corporation Ltd,Common Stock,6.86,2022-07-21
SMARTLINK,India,INR,NSE,INE178C01020,Smartlink Holdings Limited,Common Stock,134.3,2022-07-21
SMP,Australia,AUD,AU,NZDMBE0001S2,SmartPay Holdings Ltd,Common Stock,0.68,2022-07-21
SMAR,Belgium,EUR,BR,BE0974323553,Smartphoto Group NV,Common Stock,27.7,2022-07-19
SMRT,UK,GBX,LSE,GB00BYWN0F98,Smartspace Software plc,Common Stock,48.5,2022-07-21
9417,Japan,JPY,TSE,JP3400090001,Smartvalue Co Ltd,Common Stock,489.0,2022-07-21
6273,Japan,JPY,TSE,JP3162600005,SMC Corp,Common Stock,64370.0,2022-07-21
3913,Japan,JPY,TSE,JP3163950003,Smedio Inc,Common Stock,793.0,2022-07-21
SIL,India,INR,BSE,INE173A01025,STANDARD INDUSTRIES LTD.,Common Stock,24.35,2022-07-21
SMIN,UK,GBX,LSE,GB00B1WY2338,Smiths Group PLC,Common Stock,1516.0,2022-07-21
SSON,UK,GBX,LSE,GB00BGJWTR88,Smithson Investment Trust PLC,Common Stock,1343.0,2022-07-21
SMLISUZU,India,INR,NSE,INE294B01019,SML Isuzu Limited,Common Stock,703.85,2022-07-21
SJM,USA,USD,US,US8326964058,JM Smucker Company,Common Stock,128.74,2022-07-21
SKG,UK,GBX,LSE,IE00B1RR8406,Smurfit Kappa Group PLC,Common Stock,2856.0,2022-07-21
SRG,Italy,EUR,MI,IT0003153415,Snam SpA,Common Stock,4.742,2022-07-21
SNA,USA,USD,US,US8330341012,Snap-On Inc,Common Stock,211.81,2022-07-21
7816,Japan,JPY,TSE,JP3399770001,Snow Peak Inc,Common Stock,2521.0,2022-07-21
SNOWMAN,India,INR,NSE,INE734N01019,Snowman Logistics Limited,Common Stock,30.6,2022-07-21
6319,Japan,JPY,TSE,JP3379600004,SNT Corp,Common Stock,224.0,2022-07-21
SOBHA,India,INR,NSE,INE671H01015,Sobha Limited,Common Stock,711.95,2022-07-21
3929,Japan,JPY,TSE,JP3431100001,Socialwire Co Ltd,Common Stock,342.0,2022-07-21
3634,Japan,JPY,TSE,JP3433300005,Sockets Inc,Common Stock,936.0,2022-07-21
8158,Japan,JPY,TSE,JP3431400005,Soda Nikka Co Ltd,Common Stock,580.0,2022-07-21
SW,France,EUR,PA,FR0000121220,Sodexo SA,Common Stock,74.54,2022-07-21
6143,Japan,JPY,TSE,JP3434200006,Sodick Co Ltd,Common Stock,829.0,2022-07-21
9434,Japan,JPY,TSE,JP3732000009,SoftBank Corp,Common Stock,1553.5,2022-07-21
9984,Japan,JPY,TSE,JP3436100006,Softbank Group Corp.,Common Stock,5507.0,2022-07-21
SYT,Germany,EUR,XETRA,DE0005178008,Softing AG,Common Stock,5.72,2022-07-21
SYT,Australia,AUD,AU,AU000000SYT5,Syntonic Limited,Common Stock,0.001,2022-07-21
SFD1,Germany,EUR,XETRA,DE000A2DAN10,Softline AG,Common Stock,3.96,2022-07-21
SOW,Germany,EUR,XETRA,DE000A2GS401,Software Aktiengesellschaft,Common Stock,28.04,2022-07-21
3733,Japan,JPY,TSE,JP3436020006,Software Service Inc,Common Stock,6860.0,2022-07-21
410,Hong Kong,HKD,HK,KYG826001003,Soho China Ltd,Common Stock,1.3599999999999999,2022-07-21
SOHU,USA,USD,US,US83410S1087,Sohu.Com Inc,Common Stock,16.61,2022-07-21
SOLR,Canada,CAD,V,CA83418C1059,Solar Alliance Energy Inc,Common Stock,0.06,2022-07-21
SOLARINDS,India,INR,NSE,INE343H01029,Solar Industries India Limited,Common Stock,2725.2,2022-07-21
SWVK,Germany,EUR,BE,DE000A1YCMM2,SolarWorld Aktiengesellschaft,Common Stock,0.36,2022-07-21
6197,Japan,JPY,TSE,JP3436250009,Solasto Corp,Common Stock,790.0,2022-07-21
9867,Japan,JPY,TSE,JP3301200006,Solekia Ltd,Common Stock,4480.0,2022-07-20
SOLG,UK,GBX,LSE,GB00B0WD0R35,SolGold PLC,Common Stock,26.85,2022-07-21
SXS,UK,GBX,LSE,GB0003308607,Spectris PLC,Common Stock,2993.0,2022-07-21
3040,Japan,JPY,TSE,JP3436300002,Soliton Systems KK,Common Stock,1321.0,2022-07-21
LOCAL,France,EUR,PA,FR00140006O9,Solocal Group SA,Common Stock,1.141,2022-07-21
SOLT,Sweden,SEK,ST,SE0005392537,SolTech Energy Sweden AB,Common Stock,18.395,2022-07-21
S30,France,EUR,PA,FR0013379484,Solutions 30 SE,Common Stock,3.493,2022-07-21
SCM,Italy,EUR,MI,IT0005200248,Solutions Capital Management SIM SpA,Common Stock,3.8,2022-07-20
4284,Japan,JPY,TSE,JP3436400000,Solxyz Co Ltd,Common Stock,377.0,2022-07-21
SOMANYCERA,India,INR,NSE,INE355A01028,Somany Ceramics Limited,Common Stock,619.45,2022-07-21
8152,Japan,JPY,TSE,JP3436200004,Somar Corp,Common Stock,1867.0,2022-07-20
8439,Japan,JPY,TSE,JP3424950008,Century Tokyo Leasing Corp,Common Stock,4695.0,2022-07-21
SOM,Australia,AUD,AU,AU000000SOM1,SomnoMed Ltd,Common Stock,1.2,2022-07-21
SOMICONVEY,India,INR,NSE,INE323J01019,Somi Conveyor Beltings Limited,Common Stock,37.75,2022-07-21
NOST,Israel,ILA,TA,VGG826421023,Nostromo Energy Ltd,Common Stock,1249.0,2022-07-20
8630,Japan,JPY,TSE,JP3165000005,Sompo Holdings Inc,Common Stock,5901.0,2022-07-21
SON,Portugal,EUR,LS,PTSON0AM0001,Sonae SGPS SA,Common Stock,1.11,2022-07-21
SONATSOFTW,India,INR,NSE,INE269A01021,Sonata Software Limited,Common Stock,715.05,2022-07-21
1768,Japan,JPY,TSE,JP3435700004,Sonec Corp,Common Stock,994.0,2022-07-21
7902,Japan,JPY,TSE,JP3435900000,Sonocom Co Ltd,Common Stock,785.0,2022-07-21
SNV,USA,USD,US,US87161C5013,Synovus Financial Corp,Common Stock,39.5,2022-07-21
SNV,USA,USD,US,US87161C5013,Synovus Financial Corp,Common Stock,39.5,2022-07-21
601555,China,CNY,SHG,CNE1000019P8,Soochow Securities Co Ltd,Common Stock,6.66,2022-07-21
SOP,France,EUR,PA,FR0000050809,Sopra Steria Group SA,Common Stock,154.9,2022-07-21
SPE,UK,GBX,LSE,GB00BSZM1369,Sopheon plc,Common Stock,525.0,2022-07-21
6942,Japan,JPY,TSE,JP3436000008,Sophia Holdings Co Ltd,Common Stock,785.0,2022-07-21
4565,Japan,JPY,TSE,JP3431300007,Sosei Group Corp,Common Stock,1265.0,2022-07-21
9003,Japan,JPY,TSE,JP3316400005,Sotetsu Holdings Inc,Common Stock,2323.0,2022-07-21
3571,Japan,JPY,TSE,JP3434600007,Sotoh Co Ltd,Common Stock,851.0,2022-07-21
5KI,Singapore,SGD,SG,SG1U97935860,Soup Restaurant Group Limited,Common Stock,0.065,2022-07-21
SOR,Australia,AUD,AU,AU000000SOR0,Strategic Elements Ltd,Common Stock,0.16,2022-07-21
4344,Japan,JPY,TSE,JP3431200009,Sourcenext Corp,Common Stock,236.0,2022-07-21
252,Hong Kong,HKD,HK,HK0252001307,Southeast Asia Properties & Finance Ltd,Common Stock,3.25,2022-07-21
SO,USA,USD,US,US8425871071,Southern Company,Common Stock,70.85,2022-07-21
SCCO,USA,USD,US,US84265V1052,Southern Copper Corporation,Common Stock,49.24,2022-07-21
SXE,Australia,AUD,AU,AU000000SXE9,Southern Cross Electrical Ltd,Common Stock,0.625,2022-07-21
SAU,Australia,AUD,AU,AU000000SAU3,Southern Gold Ltd,Common Stock,0.033,2022-07-21
SUH,Australia,AUD,AU,AU000000SUH8,Southern Hemisphere Mining Ltd,Common Stock,0.02,2022-07-21
BQP,Singapore,SGD,SG,SG1CG0000009,Southern Packaging Group Limited,Common Stock,0.45,2022-07-20
LUV,USA,USD,US,US8447411088,Southwest Airlines Company,Common Stock,40.89,2022-07-21
SWN,USA,USD,US,US8454671095,Southwestern Energy Company,Common Stock,6.67,2022-07-21
SPAL,India,INR,NSE,INE212I01016,S. P. Apparels Limited,Common Stock,382.2,2022-07-21
SCC,Israel,ILA,TA,IL0010923451,Space Com,Common Stock,383.0,2022-07-21
40E,Singapore,SGD,SG,SG1AB0000004,Spackman Ent Grp Ltd,Common Stock,0.005,2022-07-21
5277,Japan,JPY,TSE,JP3400000000,Spancrete Corp,Common Stock,256.0,2022-07-21
SPA,Canada,CAD,V,CA8464811097,Spanish Mountain Gold Ltd,Common Stock,0.16,2022-07-21
SPNO,Denmark,DKK,CO,DK0060036564,Spar Nord Bank,Common Stock,82.4,2022-07-21
SPK,Australia,AUD,AU,NZTELE0001S4,Spark New Zealand Ltd,Common Stock,4.55,2022-07-21
8739,Japan,JPY,TSE,JP3399900004,Sparx Group Co Ltd,Common Stock,297.0,2022-07-21
SPECIALITY,India,INR,NSE,INE247M01014,Speciality Restaurants Limited,Common Stock,149.0,2022-07-21
SPX,UK,GBX,LSE,GB00BWFGQN14,Spirax-Sarco Engineering PLC,Common Stock,11330.0,2022-07-21
SDY,UK,GBX,LSE,GB0000163088,Speedy Hire PLC,Common Stock,45.65,2022-07-21
SPENTEX,India,INR,BSE,INE376C01020,SPENTEX INDUSTRIES LTD.,Common Stock,1.99,2022-07-21
SPCE,Switzerland,USD,SW,CH0009153310,Spice Priv AG,Common Stock,15.5,2022-07-20
564,Singapore,SGD,SG,SG1G32866137,Spindex Industries Limited,Common Stock,1.13,2022-07-20
ALSGD,France,EUR,PA,FR0011464452,Spineguard,Common Stock,0.666,2022-07-21
SPT,UK,GBX,LSE,GB0004726096,Spirent Communications plc,Common Stock,268.2,2022-07-21
SPT,Australia,AUD,AU,IL0011570806,Splitit Ltd,Common Stock,0.215,2022-07-21
SRUTF,USA,USD,US,CA85209J1084,Sproutly Canada Inc,Common Stock,0.0126,2022-07-21
ST1,Australia,AUD,AU,AU000000ST15,Spirit Telecom Ltd,Common Stock,0.058,2022-07-21
SPLK,USA,USD,US,US8486371045,Splunk Inc,Common Stock,107.25,2022-07-21
SPMLINFRA,India,INR,NSE,INE937A01023,SPML Infra Limited,Common Stock,48.6,2022-07-21
SPO,UK,GBX,LSE,GB00B28ZPV64,Sportech PLC,Common Stock,24.6,2022-07-21
601021,China,CNY,SHG,CNE100001V45,Spring Airlines Co Ltd,Common Stock,52.06,2022-07-21
1426,Hong Kong,HKD,HK,HK0000174232,Spring REIT,Common Stock,2.65,2022-07-21
CEF,USA,USD,US,CA85208R1010,Sprott Physical Gold and Silver Trust,ETF,16.13,2022-07-21
1251,Hong Kong,HKD,HK,KYG8405W1069,SPT Energy Group Inc,Common Stock,0.28500000000000003,2022-07-21
SGL,India,INR,NSE,INE353H01010,STL Global Limited,Common Stock,27.15,2022-07-21
9684,Japan,JPY,TSE,JP3164630000,Square Enix Holdings Co Ltd,Common Stock,6290.0,2022-07-21
3817,Japan,JPY,TSE,JP3161450006,SRA Holdings Inc,Common Stock,2941.0,2022-07-21
SREEL,India,INR,NSE,INE099F01013,Sreeleathers Limited,Common Stock,171.75,2022-07-21
SREINFRA,India,INR,NSE,INE872A01014,SREI Infrastructure Finance Limited,Common Stock,3.9,2022-07-21
SRF,India,INR,NSE,INE647A01010,SRF Limited,Common Stock,2343.5,2022-07-21
8163,Japan,JPY,TSE,JP3322350004,SRS Holdings Co Ltd,Common Stock,880.0,2022-07-21
SSPG,UK,GBX,LSE,GB00BGBN7C04,SSP Group PLC,Common Stock,253.8,2022-07-21
SSRM,USA,USD,US,CA7847301032,SSR Mining Inc,Common Stock,16.43,2022-07-21
2005,Hong Kong,HKD,HK,KYG8406X1034,SSY Group Ltd,Common Stock,4.32,2022-07-21
SBM,Australia,AUD,AU,AU000000SBM8,St Barbara Ltd,Common Stock,0.9,2022-07-21
SGQ,Australia,AUD,AU,AU000000SGQ8,St George Mining Ltd,Common Stock,0.035,2022-07-21
STAF,UK,GBX,LSE,GB00B040L800,Staffline Group Plc,Common Stock,46.0,2022-07-21
H07,Singapore,SGD,SG,SG1I47882655,Stamford Land Corporation Ltd,Common Stock,0.39,2022-07-21
S29,Singapore,SGD,SG,SG1O53913362,Stamford Tyres Corporation Limited,Common Stock,0.2,2022-07-21
STAN,UK,GBX,LSE,GB0004082847,Standard Chartered PLC,Common Stock,587.2,2022-07-21
SLI,USA,USD,US,CA8536061010,Standard Lithium Ltd,Common Stock,5.44,2022-07-21
TON,UK,GBX,LSE,GB0008941402,Titon Holdings Plc,Common Stock,82.5,2022-07-21
TON,South Africa,ZAC,JSE,ZAE000096541,Tongaat,Common Stock,404.0,2022-07-20
TON,Australia,AUD,AU,AU000000TON7,Triton Minerals Ltd,Common Stock,0.023,2022-07-21
6923,Japan,JPY,TSE,JP3399400005,Stanley Electric Co Ltd,Common Stock,2440.0,2022-07-21
SMR,Australia,AUD,AU,AU000000SMR4,Stanmore Coal,Common Stock,2.03,2022-07-21
STARCEMENT,India,INR,NSE,INE460H01021,Star Cement Limited,Common Stock,87.95,2022-07-21
9206,Japan,JPY,TSE,JP3399320005,Star Flyer Inc,Common Stock,2418.0,2022-07-21
2975,Japan,JPY,TSE,JP3399340003,Star Mica Holdings Co Ltd,Common Stock,1475.0,2022-07-21
7718,Japan,JPY,TSE,JP3399000003,Star Micronics Co Ltd,Common Stock,1691.0,2022-07-21
STARPAPER,India,INR,NSE,INE733A01018,Star Paper Mills Limited,Common Stock,162.15,2022-07-21
SBUX,USA,USD,US,US8552441094,Starbucks Corporation,Common Stock,83.54,2022-07-21
CC3,Singapore,SGD,SG,SG1V12936232,StarHub Ltd,Common Stock,1.26,2022-07-21
STE,USA,USD,US,IE00BFY8C754,STERIS plc,Common Stock,219.71,2022-07-21
3393,Japan,JPY,TSE,JP3399270002,Startia Inc,Common Stock,862.0,2022-07-21
8043,Japan,JPY,TSE,JP3399100001,Starzen Co Ltd,Common Stock,2075.0,2022-07-21
SBIN,India,INR,NSE,INE062A01020,State Bank of India,Common Stock,512.05,2022-07-21
600517,China,CNY,SHG,CNE000001G20,State Grid Yingda Co Ltd,Common Stock,6.11,2022-07-21
STT,USA,USD,US,US8574771031,State Street Corp,Common Stock,67.82,2022-07-21
SDF,Australia,AUD,AU,AU000000SDF8,Steadfast Group Ltd,Common Stock,5.14,2022-07-21
GASS,USA,USD,US,MHY816691064,StealthGas Inc,Common Stock,2.58,2022-07-21
SST,Australia,AUD,AU,PG0008858709,Steamships Trading Company Ltd,Common Stock,11.8,2022-07-21
STEELCITY,India,INR,NSE,INE395H01011,Steel City Securities Limited,Common Stock,56.3,2022-07-21
STLD,USA,USD,US,US8581191009,Steel Dynamics Inc,Common Stock,70.73,2022-07-21
STEELXIND,India,INR,NSE,INE503B01021,STEEL EXCHANGE INDIA LIMITED,Common Stock,22.45,2022-07-21
SSWL,India,INR,NSE,INE802C01025,Steel Strips Wheels Limited,Common Stock,810.5,2022-07-21
SNH,South Africa,ZAC,JSE,NL0011375019,Steinhoff International Holdings Ltd,Common Stock,265.0,2022-07-21
STEL,India,INR,NSE,INE577L01016,Stel Holdings Limited,Common Stock,112.5,2022-07-21
STLC,Canada,CAD,TO,CA8585221051,Stelco Holdings Inc,Common Stock,34.43,2022-07-21
4109,Japan,JPY,TSE,JP3399720006,Stella Chemifa Corp,Common Stock,2484.0,2022-07-21
4599,Japan,JPY,TSE,JP3399690001,StemRIM,Common Stock,842.0,2022-07-21
9795,Japan,JPY,TSE,JP3399700008,Step Co Ltd,Common Stock,1754.0,2022-07-21
SRCL,USA,USD,US,US8589121081,Stericycle Inc,Common Stock,44.95,2022-07-21
TB8A,Germany,EUR,F,GB00B4X3Q493,Afentra PLC,Common Stock,0.149,2022-07-20
STERTOOLS,India,INR,NSE,INE334A01023,Sterling Tools Limited,Common Stock,266.9,2022-07-21
STM,Australia,AUD,AU,AU000000STM0,Sunstone Metals Ltd,Common Stock,0.051000000000000004,2022-07-21
STO3,Germany,EUR,XETRA,DE0007274136,Sto SE & Co. KGaA,Common Stock,146.6,2022-07-21
ESKN,UK,GBX,LSE,GB00B03HDJ73,Esken Ltd,Common Stock,7.4,2022-07-21
SGP,Australia,AUD,AU,AU000000SGP0,Stockland Corporation Ltd,Common Stock,3.79,2022-07-21
STOCKA,Finland,EUR,HE,FI0009000251,Stockmann Oyj Abp B,Common Stock,2.99,2022-07-21
STB,Norway,NOK,OL,NO0003053605,Storebrand ASA,Common Stock,78.54,2022-07-21
SRY,Australia,AUD,AU,AU000000SRY9,Story-I Limited,Common Stock,0.024,2022-07-21
S85,Singapore,SGD,SG,SG1P15916395,Straco Corporation Limited,Common Stock,0.39,2022-07-21
ALSAS,France,EUR,PA,FR0000074775,Stradim Espace Finances SA,Common Stock,7.35,2022-07-21
S20,Singapore,SGD,SG,SG1J49001550,The Straits Trading Company Limited,Common Stock,2.9,2022-07-21
STG,Australia,AUD,AU,AU0000026155,Straker Translations Ltd,Common Stock,1.05,2022-07-21
STA,Australia,AUD,AU,AU000000STA5,Strandline Resources Ltd,Common Stock,0.4,2022-07-21
SER,Australia,AUD,AU,AU000000SER1,Strategic Energy Resources,Common Stock,0.02,2022-07-21
SEC,UK,GBX,LSE,GB00B0BDCB21,Strategic Equity Capital Closed Fund,Common Stock,285.0,2022-07-21
STRINV,Denmark,DKK,CO,DK0010271238,Strategic Investments A/S,Common Stock,1.17,2022-07-21
STRS,Israel,ILA,TA,IL0007460160,Strauss Group,Common Stock,9180.0,2022-07-21
STMN,Switzerland,CHF,SW,CH1175448666,Straumann Holding AG,Common Stock,126.1,2022-07-21
3071,Japan,JPY,TSE,JP3399760002,Stream Co Ltd,Common Stock,118.0,2022-07-21
