,full_name,name,symbol,Name_197,fuzz_socre1,fuzz_socre2
38811,Jadwa REIT Saudi Fund,Jadwa REIT Saudi,4342,SECOM JOSHINETSU CO LTD,27,26
1731,Second Cup Ltd,Second Cup,SCU,SECOND CUP LTD/THE,88,71
7234,Secoo Holding Ltd,Secoo Holding,SECO,SECOO HOLDING LTD - ADR,89,76
38172,South Electronics,South Electronics,SECO,SECOO HOLDING LTD - ADR,32,32
1357,Secure Energy Services Inc.,Secure Energy Svcs,SES,SECOS GROUP LTD,34,36
6937,Synthesis Energy Systems Inc,Synthesis Energy,SES,SECOS GROUP LTD,28,32
11312,SESA,SESA,SES,SECOS GROUP LTD,32,32
17031,Seek Ltd,Seek,SEK,SECOVA METALS CORP,31,18
29956,Seeka Ltd,Seeka,SEK,SECOVA METALS CORP,37,26
30116,Security Investment Bank Ltd,Security Investment Bank,SECI,SECTOR 10 INC,39,43
6781,Secureworks Corp,Secureworks,SCWX,SECUREWORKS CORP - A,94,76
37018,Saigon Transport Agency JSC,Saigon Transport Agency,STS,SECURITIES TRUST OF SCOTLAND,33,35
26205,SeedHeiwa Co Ltd,SeedHeiwa,1739,SEEDHEIWA CO LTD,100,72
17031,Seek Ltd,Seek,SEK,SEEK LIMITED,80,50
29956,Seeka Ltd,Seeka,SEK,SEEK LIMITED,76,47
3941,Seelos Therapeutics Inc,Seelos Therapeutics,SEEL,SEELOS THERAPEUTICS INC,100,90
25533,Sega Sammy Holdings,Sega Sammy Holdings,6460,SEGA SAMMY HOLDINGS INC,90,90
16213,Scotgold Resources Ltd,Scotgold Resources,SGZ,SEGO RESOURCES INC.,70,72
15917,Segro Plc,Segro,SGRO,SEGRO PLC,100,71
24868,Sampoerna Agro Tbk,Sampoerna Agro,SGRO,SEGRO PLC,22,26
21759,China Merchants Bank Co Ltd Class H,China Merchants Bank H,3968,SEGUE GROUP CO LTD,34,25
27645,Segue Group Co Ltd,Segue Group,3968,SEGUE GROUP CO LTD,100,76
6237,SEI Investments Company,SEI,SEIC,SEI INVESTMENTS COMPANY,100,23
28637,Seibu Electric & Machinery Co Ltd,Seibu Electric & Machinery,6144,SEIBU ELECTRIC & MACHINERY,87,100
26923,Seibu Holdings Inc,Seibu Holdings Inc,9024,SEIBU HOLDINGS INC,100,100
26063,Seikagaku Corp,Seikagaku Corp,4548,SEIKAGAKU CORP,100,100
21762,China Coal Energy,China Coal Energy,1898,SEIKITOKYU KOGYO CO LTD,25,25
25706,Seikitokyu Kogyo,Seikitokyu Kogyo,1898,SEIKITOKYU KOGYO CO LTD,82,82
25543,Seiko Epson Cor,Seiko Epson Cor,6724,SEIKO EPSON CORP,97,97
26187,Seiko Epson Corp,Seiko Epson Cor,6724,SEIKO EPSON CORP,100,97
22150,Quantum Thinking Ltd,Quantum Thinking,8050,SEIKO HOLDINGS CORP,26,29
27088,Seiko Holdings Corp,Seiko Holdings Corp,8050,SEIKO HOLDINGS CORP,100,100
38621,Salama Cooperative Insurance Co,SALAMA,8050,SEIKO HOLDINGS CORP,36,8
26144,Seiko PMC Corp,Seiko PMC Corp,4963,SEIKO PMC CORP,100,100
25634,Seino Holdings Co Ltd,Seino Holdings Co Ltd,9076,SEINO HOLDINGS CO LTD,100,100
25950,Seiren Co Ltd,Seiren Co Ltd,3569,SEIREN CO LTD,100,100
25468,Sekisui Chemical Co Ltd,Sekisui Chemical Co Ltd,4204,SEKISUI CHEMICAL CO LTD,100,100
21768,Sands China Ltd,Sands China,1928,SEKISUI HOUSE LTD,50,29
25224,"Sekisui House, Ltd.",Sekisui House,1928,SEKISUI HOUSE LTD,100,87
26014,Sekisui Jushi Corp,Sekisui Jushi Corp,4212,SEKISUI JUSHI CORP,100,100
28734,Sekonic Holdings Corp,Sekonic,7758,SEKONIC CORP,73,74
6844,Selective Insurance Group Inc,Selective,SIGI,SELECTIVE INSURANCE GROUP,93,53
12018,Self Storage Group ASA,Self Storage,SSG,SELF STORAGE GROUP ASA,100,71
50774,ProShares UltraShort Semiconductors,ProShares UltraShort Semiconductors,SSG,SELF STORAGE GROUP ASA,32,32
1061,Semafo Inc.,SEMAFO Inc,SMF,SEMAFO INC,100,100
13945,SEMAFO Inc.,SEMAFO Inc,SMF,SEMAFO INC,100,100
26320,Semba Tohka Industries Co Ltd,Semba Tohka Industries,2916,SEMBA TOHKA INDUSTRIES CO,93,94
34933,Munsin Garment,Munsin Garment,2916,SEMBA TOHKA INDUSTRIES CO,15,15
8750,Scandinavian Brake Systems A/S,SBS,SBS,SEMBIOSYS GENETICS INC,35,16
30785,SBS Philippines Corp,SBS Philippines,SBS,SEMBIOSYS GENETICS INC,33,38
36517,Sacombank Securities JSC,Sacombank Securities JSC,SBS,SEMBIOSYS GENETICS INC,35,35
13939,Semcon AB,Semcon AB,SEMC,SEMCON AB,100,100
38979,Crown Societe Ivoirienne d’Emballage Metallique SA,Crown Societe Ivoirienne,SEMC,SEMCON AB,14,18
5572,Semgroup Corporation,Semgroup,SEMG,SEMGROUP CORP-CLASS A,63,55
37883,Seah Medical Group Ltd,Seah Medical,SEMG,SEMGROUP CORP-CLASS A,23,30
21855,Semiconductor Manufacturing International Corp,SMIC,0981,SEMICONDUCTOR MANUFACTURING,74,26
4564,SemiLEDS Corporation,SemiLEDS,LEDS,SEMILEDS CORP/TW,72,67
5199,Select Medical Holdings,Select Medical,SEM,SEMPERIT AG HOLDING,57,42
12921,Semapa,Semapa,SEM,SEMPERIT AG HOLDING,32,32
2990,Sempra Energy,Sempra Energy,SRE,SEMPRA ENERGY,100,100
6353,Semtech Corporation,Semtech,SMTC,SEMTECH CORP,77,74
17032,Senetas Corporation Ltd,Senetas Corporation,SEN,SENETAS CORPORATION LIMITED,92,83
16150,Senior PLC,Senior,SNR,SENIOR PLC,100,75
7431,Senmiao Technology Ltd,Senmiao Tech,AIHS,SENMIAO TECHNOLOGY LTD,100,71
15895,Smith & Nephew PLC,Smith & Nephew,SN,SENNEN POTASH CORP,29,27
40027,SPDR MSCI Australia Select High Dividend Yield,SPDR MSCI Australia Select High Dividend Yield,SYI,SENOMYX INC,25,25
7616,Sensata Technologies Holding NV,Sensata Tech,ST,SENSATA TECHNOLOGIES HOLDING,95,60
13940,Sensys Traffic AB,Sensys Traffic,SENS,SENSEONICS HOLDINGS INC,35,32
27823,Senshukai Co Ltd,Senshukai Co Ltd,8165,SENSHUKAI CO LTD,100,100
5238,Sensient Technologies Corporation,Sensient Technologies,SXT,SENSIENT TECHNOLOGIES CORP,88,89
13940,Sensys Traffic AB,Sensys Traffic,SENS,SENSIRION HOLDING AG,38,29
13940,Sensys Traffic AB,Sensys Traffic,SENS,SENSOR TECHNOLOGIES CORP,39,37
9566,Sensorion SA,Sensorion SA,ALSEN,SENSORION SA,100,100
13940,Sensys Traffic AB,Sensys Traffic,SENS,SENSYNE HEALTH PLC,40,31
13940,Sensys Traffic AB,Sensys Traffic,SENS,SENSYS GATSO GROUP AB,47,34
4108,Pingtan Marine Enterprise Ltd,Pingtan Marine,PME,SENTRY SEL PRIMARY METALS-A,39,29
17849,Pro Medicus Ltd,Pro Medicus Ltd,PME,SENTRY SEL PRIMARY METALS-A,33,33
36962,Pymepharco JSC,Pymepharco,PME,SENTRY SEL PRIMARY METALS-A,29,27
2542,Seprod Ltd,Seprod,SEP,SEPHAKU HOLDINGS LTD,47,23
26432,Septeni Holdings Co Ltd,Septeni,4293,SEPTENI HOLDINGS CO LTD,100,47
9655,Sequa Petroleum NV,Sequa Petroleum,MLSEQ,SEQUA PETROLEUM NV,100,91
7062,Sequential,Sequential,SQBG,SEQUENTIAL BRANDS GROUP INC,54,54
1733,Serabi Gold PLC,Serabi Gold,SBI,SERABI GOLD PLC,100,85
23187,State Bank Of India,SBI,SBI,SERABI GOLD PLC,24,33
15854,Serco Group,Serco,SRP,SERCO GROUP PLC,85,50
1965,Serengeti Resources Inc.,Serengeti Resources Inc.,SIR,SERENGETI RESOURCES INC.,100,100
6626,Seres Therapeutics Inc,Seres Therapeutics Inc,MCRB,SERES THERAPEUTICS INC,100,100
9532,Sergeferrari G,Sergeferrari G,SEFER,SERGE FERRARI GROUP,42,42
26310,Seria Co Ltd,Seria,2782,SERIA CO LTD,100,59
16039,Serica Energy PLC,Serica,SQZ,SERICA ENERGY PLC,100,52
30026,Serko Ltd,Serko,SKO,SERKO LTD,100,71
2028,Sernova Corp,Sernova Corp,SVA,SERNOVA CORP,100,100
12946,Sag Gest,Sag Gest,SVA,SERNOVA CORP,30,30
14337,Serstech AB,Serstech,SERT,SERSTECH AB,100,84
30481,Service Textile,Service Textile,SERT,SERSTECH AB,38,38
17046,Servcorp Ltd,Servcorp,SRV,SERVCORP LIMITED,86,67
28371,Serverworks Co Ltd,Serverworks,4434,SERVERWORKS CO LTD,100,76
7635,Service Corporation International,SCI,SCI,SERVICE CORP INTL,68,20
10267,Serviceoration International MU,SCI,SCI,SERVICE CORP INTL,50,20
23190,Shipping Corporation Of India Ltd,Shipping Corporation,SCI,SERVICE CORP INTL,44,38
35673,SCI Electric PCL,SCI Electric,SCI,SERVICE CORP INTL,42,41
36521,Songda 9 Construction and Investment JSC,Songda 9 Construction and Investmen,SCI,SERVICE CORP INTL,32,35
14576,SSM Holding AB,SSM Holding,SSM,SERVICE STREAM LTD,38,41
17047,Service Stream Ltd,Service Stream,SSM,SERVICE STREAM LTD,100,88
36159,VNECO.SSM,VNECO.SSM,SSM,SERVICE STREAM LTD,22,22
7637,Sermaster G,Sermaster G,SERV,SERVICEMASTER GLOBAL HOLDING,56,56
6369,ServiceNow Inc,ServiceNow Inc,NOW,SERVICENOW INC,100,100
30736,Now Corp,Now,NOW,SERVICENOW INC,45,35
6927,ServiceSource International Inc,ServiceSource,SREV,SERVICESOURCE INTERNATIONAL,93,65
6467,ServisFirst Bancshares,ServisFirst Bancshares,SFBS,SERVISFIRST BANCSHARES INC,92,92
5044,Servotronics,Servotronics,SVT,SERVOTRONICS INC,86,86
15884,Severn Trent PLC,Severn Trent,SVT,SERVOTRONICS INC,50,43
36893,Saigon Viendong Technology JSC,Saigon Viendong Tech,SVT,SERVOTRONICS INC,26,22
1357,Secure Energy Services Inc.,Secure Energy Svcs,SES,SESA SPA,24,31
6937,Synthesis Energy Systems Inc,Synthesis Energy,SES,SESA SPA,28,33
11312,SESA,SESA,SES,SESA SPA,67,67
12484,Sevenet,Sevenet,SEV,SEVCON INC,47,47
25119,Satria Antaran Prima Tbk PT,Satria Antaran Prima,SAPX,SEVEN ARTS ENTERTAINMENT INC,33,29
6414,Severn Bancorp Inc,Severn,SVBI,SEVERN BANCORP INC/MD,92,44
6040,Severn Trent PLC PK,Severn Trent PLC PK,STRNY,SEVERN TRENT PL-SPON ADR,74,74
13166,Severstal - ao,Severstal - ao,CHMF,SEVERSTAL PJSC,77,77
14944,Swiss Finance & Property Investment AG,Swiss Finance & Property Invest,SFPN,SF URBAN PROPERTIES AG,41,43
45785,Daiwa ETF Japan TOPIX Leveraged (2x),Daiwa ETF Japan TOPIX Leveraged (2x),1367,SFUND INTERNATIONAL HOLDINGS,19,19
17893,SG Fleet Group Ltd,SG Fleet Group Ltd,SGF,SG FLEET GROUP LTD,100,100
45795,iShares Core MSCI Kokusai,iShares Core MSCI Kokusai,1657,SG GROUP HOLDINGS LTD,30,30
27236,SG Holdings Co Ltd,SG Holdings,9143,SG HOLDINGS CO LTD,100,76
7458,Sirius International Insurance Group Ltd,Sirius Intl,SG,SG SPIRIT GOLD INC,38,48
38940,Sharjah Group Co,Sharjah,SG,SG SPIRIT GOLD INC,29,16
19564,Sgis Songshan Co Ltd,Sgis A,000717,SGIS SONGSHAN CO LTD-A,95,43
6706,SGOCO Group Ltd,SGOCO Group Ltd,SGOC,SGOCO GROUP LTD,100,100
45929,Daiwa TOPIX-17 Raw Materials & Chemicals,Daiwa TOPIX 17 Raw Mat Chem,1637,SH GROUP HOLDINGS LTD,24,17
18618,Shaanxi Aerospace Power Hi-Tech Co Ltd,Shaanxi Aerospace,600343,SHAANXI AEROSPACE POWER HI-A,79,76
19118,Shaanxi Coal Industry Co Ltd,Shaanxi Coal Industry,601225,SHAANXI COAL INDUSTRY CO L-A,93,86
20533,Shaanxi Fenghuo Electronics Co Ltd,Fenghuo Elec A,000561,SHAANXI FENGHUO ELECTRONIC-A,87,67
19341,Shaanxi Heimao Coking Co Ltd,Shaanxi Heimao Coking,601015,SHAANXI HEIMAO COKING CO-A,89,89
18525,Shaanxi Yanchang Petroleum Chemical Engineering Co Ltd,Shaanxi Yanchang,600248,SHAANXI YANCHANG PETROLEUM-A,68,73
15960,Shaftesbury PLC,Shaftesbury,SHB,SHAFTESBURY PLC,100,85
36144,SHB,SHB,SHB,SHAFTESBURY PLC,33,33
7803,Shake Shack Inc,Shake Shack Inc,SHAK,SHAKE SHACK INC - CLASS A,79,79
37712,Shalag,Shalag,SALG,SHALAG INDUSTRIES LTD,44,44
1365,ShaMaran Petroleum Corp,ShaMaran Petroleum,SNM,SHAMARAN PETROLEUM CORP,100,88
39256,Santam Ltd,Santam,SNM,SHAMARAN PETROLEUM CORP,30,21
22735,Shandong Gold Mining Co Ltd,Shandong Gold,1787,SHANDONG GOLD MINING CO LT-H,95,63
26210,Nakabohtec Corrosion Protecting Co Ltd,Nakabohtec Corrosion Protecting,1787,SHANDONG GOLD MINING CO LT-H,36,31
34888,Jintex Ltd,Jintex,1787,SHANDONG GOLD MINING CO LT-H,21,12
20538,Shandong Haihua Co Ltd,Sd Haihua A,000822,SHANDONG HAIHUA CO-A,86,71
22782,Shandong International Trust,Shandong International Trust,1697,SHANDONG INTERNATIONAL TRU-H,93,93
19873,Shandong Linglong Tyre Co Ltd,Shandong Linglong Tyre,601966,SHANDONG LINGLONG TYRE CO -A,89,90
18516,Shandong Nanshan Aluminium Co Ltd,Shandong Nanshan,600219,SHANDONG NANSHAN ALUMINUM-A,83,74
21800,Shandong Weigao Group Medical Polymer Co Ltd,Shandong Weigao Medical Polymer,1066,SHANDONG WEIGAO GP MEDICAL-H,75,78
18947,Shandong Xinchao Energy Co Ltd,Shandong Xinchao Energy,600777,SHANDONG XINCHAO ENERGY CO-A,90,90
18841,Shanghai AJ Group Co Ltd,Shanghai AJ,600643,SHANGHAI AJ GROUP CO LTD-A,96,59
18989,Shanghai Bailian Group Co Ltd A,Shanghai Bailian A,600827,SHANGHAI BAILIAN GROUP CO-A,93,80
19004,Shanghai Baosight Software Co Ltd A,Shanghai Baosight Software A,600845,SHANGHAI BAOSIGHT SOFTWARE-A,89,100
19344,Shanghai Beite Technology Co Ltd,Shanghai Beite Tech,603009,SHANGHAI BEITE TECHNOLOGY -A,85,83
18473,Sh Belling,Sh Belling,600171,SHANGHAI BELLING CO LTD-A,57,57
18472,Shanghai Construction Group Co Ltd,Shanghai Construction,600170,SHANGHAI CONSTRUCTION GROU-A,87,86
21868,Shanghai Electric Group Co Ltd,Shanghai Electric,2727,SHANGHAI ELECTRIC GRP CO L-H,90,76
34414,Wowprime Corp,Wowprime,2727,SHANGHAI ELECTRIC GRP CO L-H,29,17
18364,Shanghai Electric Power Co Ltd,Shanghai Electric Power,600021,SHANGHAI ELECTRIC POWER CO-A,90,90
18755,Shanghai Hongda Mining Co Ltd,Shanghai Hongda Mining,600532,SHANGHAI HONGDA MININGCO-A,84,92
18832,Double Coin A,Double Coin A,600623,SHANGHAI HUAYI GROUP CORP -A,35,35
18354,Shanghai International Airport Co Ltd,Shanghai International Airport,600009,SHANGHAI INTERNATIONAL AIR-A,80,90
18586,Shanghai Jahwa United Co Ltd,Shanghai Jahwa,600315,SHANGHAI JAHWA UNITED CO -A,89,70
22431,Shanghai Jin Jiang International Hotels Group Co Ltd,Shanghai Jin Jiang Intl Hotels,2006,SHANGHAI JIN JIANG CAPITAL-H,60,76
34181,Tung Ho Steel Enterprise Corp,Tung Ho Steel,2006,SHANGHAI JIN JIANG CAPITAL-H,28,24
18820,Shanghai Jinfeng Wine Co Ltd,Shanghai Jinfeng Wine,600616,SHANGHAI JINFENG WINE CO L-A,93,86
18988,Shanghai Lansheng Corp,Shanghai Lansheng,600826,SHANGHAI LANSHENG CORP-A,96,83
19007,Shanghai Lingang Holdings Co Ltd A,Shanghai Lingang A,600848,SHANGHAI LINGANG HOLDINGS-A,89,80
18380,Shanghai Maling Aquarius Co Ltd,Shanghai Maling Aquarius,600073,SHANGHAI MALING AQUARIUS-A,84,96
22006,Shanghai Pharmaceuticals Holding Co Ltd,Shanghai Pharma Holding,2607,SHANGHAI PHARMACEUTICALS-H,80,69
25429,Fuji Oil Co Ltd,Fuji Oil Co Ltd,2607,SHANGHAI PHARMACEUTICALS-H,24,24
34391,Evergreen International Storage & Transport Corp,EITC,2607,SHANGHAI PHARMACEUTICALS-H,28,7
18825,Shanghai Shenda Co Ltd,Shanghai Shenda,600626,SHANGHAI SHENDA CO LTD-A,96,77
18985,Shanghai Shimao Co Ltd,Shanghai Shimao,600823,SHANGHAI SHIMAO CO LTD-A,96,77
18824,Shanghai Tianchen Co Ltd,Shanghai Tianchen,600620,SHANGHAI TIANCHEN CO LTD -A,96,79
12593,Airway,Airway,AWM,SHANGHAI TURBO ENTERPRISES,19,19
18987,Shanghai Xinhua Media Co Ltd,Shanghai Xinhua Media,600825,SHANGHAI XINHUA MEDIA CO L-A,93,86
21771,Shangri-La Asia Ltd,Shangri-La Asia,0069,SHANGRI-LA ASIA LTD,100,88
5170,Shinhan Financial Group Co Ltd,Shinhan,SHG,SHANTA GOLD LTD,49,36
12596,Starhedge SA,Starhedge SA,SHG,SHANTA GOLD LTD,30,30
29893,Sharyn Gol JSC,Sharyn Gol,SHG,SHANTA GOLD LTD,62,64
19142,Shantou Dongfeng Printing Co Ltd,Shantou Dongfeng Printing,601515,SHANTOU DONGFENG PRINTING -A,88,96
18763,Shanxi Coal International Energy Group Co Ltd,Shanxi Coal Energy,600546,SHANXI COAL INTERNATIONAL -A,72,67
18821,Shanxi Guoxin Energy Co Ltd A,Shanxi Guoxin Energy A,600617,SHANXI GUOXIN ENERGY CORP-A,89,90
19576,Shanxi Meijin Energy Co Ltd,Meijin Energy A,000723,SHANXI MEIJIN ENERGY CO LT-A,95,70
2186,Silver One Resources Inc,Silver One Resources,SVE,SHAREHOLDER VALUE BET AG,29,32
16305,Starvest,Starvest,SVE,SHAREHOLDER VALUE BET AG,25,25
27191,Sharp Corp,Sharp,6753,SHARP CORP,100,67
6918,Sharps Compliance Corp,Sharps,SMED,SHARPS COMPLIANCE CORP,100,43
6756,SharpSpring Inc,SharpSpring,SHSP,SHARPSPRING INC,100,85
12018,Self Storage Group ASA,Self Storage,SSG,SHAVER SHOP GROUP LTD,51,30
50774,ProShares UltraShort Semiconductors,ProShares UltraShort Semiconductors,SSG,SHAVER SHOP GROUP LTD,39,39
5309,Shaw Communications Inc,Shaw B,SJR,SHAW COMMUNICATIONS INC-B,96,39
1056,ShawCor Ltd.,ShawCor,SCL,SHAWCOR LTD,100,78
5619,Stepan Company,Stepan,SCL,SHAWCOR LTD,24,24
17501,Schrole Group Ltd,Schrole,SCL,SHAWCOR LTD,50,11
30023,Scales Corporation Ltd,Scales,SCL,SHAWCOR LTD,36,24
30480,Shield Corp Ltd,Shield Corp Ltd,SCL,SHAWCOR LTD,46,46
36120,SONGDA CAO CUO,SONGDA CAO CUO,SCL,SHAWCOR LTD,24,24
5169,Ship Finance International Ltd,Ship Finance Int,SFL,SHEELA FOAM LTD,44,45
17438,Spring FG Ltd,Spring FG Ltd,SFL,SHEELA FOAM LTD,50,50
33964,Sinhaputhra Finance PLC,Sinhaputhra Finance,SFL,SHEELA FOAM LTD,42,35
37928,Shefa Yamim,Shefa Yamim,SEFA,SHEFA GEMS LTD,40,40
38951,Sefalana Holding,Sefalana Holding,SEFA,SHEFA GEMS LTD,40,40
37928,Shefa Yamim,Shefa Yamim,SEFA,SHEFA YAMIM,100,100
38951,Sefalana Holding,Sefalana Holding,SEFA,SHEFA YAMIM,37,37
17892,Sheffield Resources Ltd,Sheffield Resources Ltd,SFX,SHEFFIELD RESOURCES LTD,100,100
1354,Strongbow Exploration Inc.,Strongbow Exploration,SBW,SHEKEL BRAINWEIGH LTD,26,29
12016,Shelf Drilling Ltd,Shelf Drilling,SHLF,SHELF DRILLING LTD,100,88
37859,Shemen Industries Ltd,Shemen Industries,SMNIN,SHEMEN INDUSTRIES LTD,100,89
7493,Shenandoah Telecommunications Co,Shenandoah,SHEN,SHENANDOAH TELECOMMUNICATION,93,53
31275,Sheng Siong Group Ltd,Sheng Siong Group Ltd,SHEN,SHENANDOAH TELECOMMUNICATION,33,33
18840,Shenergy Co Ltd,Shenergy,600642,SHENERGY COMPANY LIMITED-A,73,47
28345,Trenders Inc,Trenders,6069,SHENG YE CAPITAL LTD,31,29
18655,Shenghe Resources Holding Co Ltd,Shenghe Resources,600392,SHENGHE RESOURCES HOLDINGS-A,87,76
22228,Shengjing Bank Co Ltd,Shengjing Bank,2066,SHENGJING BANK CO LTD-H,95,76
34902,Sumeeko Industries Co Ltd,Sumeeko Industries,2066,SHENGJING BANK CO LTD-H,42,24
38663,Arab National Bank,ARNB,1080,SHENGLI OIL&GAS PIPE HOLDING,17,12
21850,Shenguan Holdings Group Ltd,Shenguan Group,0829,SHENGUAN HOLDINGS GROUP LTD,100,68
18487,Shengyi Technology Co Ltd,Shengyi Tech,600183,SHENGYI TECHNOLOGY CO LTD -A,96,62
19701,Shenwan Hongyuan Group Co Ltd,Shenwan Hongyuan,000166,SHENWAN HONGYUAN GROUP CO-A,89,74
22569,Shenwan Hongyuan HK Ltd,Shenwan Hongyuan HK,0218,SHENWAN HONGYUAN HK LTD,100,90
19916,Shenzhen Ellassay Fashion Co Ltd,Shenzhen Ellassay Fashion,603808,SHENZHEN ELLASSAY FASHION -A,88,96
19112,Shenzhen Gas Corp Ltd,Shenzhen Gas,601139,SHENZHEN GAS CORP LTD-A,95,69
21558,Shenzhen Goodix Technology Co Ltd Class A,Shenzhen Goodix Tech A,603160,SHENZHEN GOODIX TECHNOLOGY-A,81,88
18465,Shenzhen Heungkong Holding Co Ltd,Shenzhen Heungkong,600162,SHENZHEN HEUNGKONG HOLDING-A,89,78
18697,Shenzhen Kingdom SCI Tech Co Ltd,Shenzhen Kingdom SCI Tech,600446,SHENZHEN KINGDOM SCI-TECH-A,88,96
20036,Shenzhen Tellus Holding Co Ltd,Tellus A,000025,SHENZHEN TELLUS HOLDING CO-A,90,44
19603,Shenzhen Zhenye Group Co Ltd,Sz Zhenye A,000006,SHENZHEN ZHENYE GROUP CO-A,89,59
21816,Shenzhou International Group Holdings Ltd,Shenzhou Int,2313,SHENZHOU INTERNATIONAL GROUP,81,60
34233,Compeq Manufacturing Co Ltd,Compeq,2313,SHENZHOU INTERNATIONAL GROUP,11,18
12106,Soho Development SA,Soho Development,SHD,SHERWIN IRON LTD,34,38
3092,Sherwin-Williams Co,Sherwin-Williams,SHW,SHERWIN-WILLIAMS CO,100,91
10669,Sherwin-Williams Company,Sherwin-Williams,SHW,SHERWIN-WILLIAMS CO,88,91
45841,NEXT FUNDS TOPIX-17 Real Estate,NEXT FUNDS TOPIX-17 Real Estate,1633,SHEUNG YUE GROUP HOLDINGS LT,27,27
26995,Shibuya Kogyo Co Ltd,Shibuya Kogyo,6340,SHIBUYA CORPORATION,62,62
26493,Shidax Corp,Shidax,4837,SHIDAX CORP,100,71
38819,Maharah Human Resources Co,Maharah Human Res,1831,SHIFANG HOLDING LTD,13,17
22792,Zhejiang United Investment Holdings Group Ltd,Zhejiang United,8366,SHIGA BANK LTD/THE,32,18
27116,Shiga Bank Ltd,Shiga Bank Ltd,8366,SHIGA BANK LTD/THE,88,88
26738,Shigematsu Works Co Ltd,Shigematsu Works,7980,SHIGEMATSU WORKS CO LTD,100,82
19605,Shijiazhuang Changshan Textile Co Ltd,Changshan A,000158,SHIJIAZHUANG CHANGSHAN BEI-A,68,56
25648,Shikoku Electric Power Co Inc,Shikoku Electric Power Co Inc,9507,SHIKOKU ELECTRIC POWER CO,93,93
6915,Shiloh Industries Inc,Shiloh,SHLO,SHILOH INDUSTRIES INC,100,44
26989,Shima Seiki Mfg. Ltd,Shima Seiki Mfg.,6222,SHIMA SEIKI MFG LTD,100,88
27103,Shimachu Co Ltd,Shimachu Co Ltd,8184,SHIMACHU CO LTD,100,100
25581,Shimadzu Corp,Shimadzu Corp,7701,SHIMADZU CORP,100,100
22791,Xi An Haitian Antenna Holdings Co Ltd,Xi An Haitian Antenna,8227,SHIMAMURA CO LTD,30,32
25598,Shimamura Co Ltd,Shimamura Co Ltd,8227,SHIMAMURA CO LTD,100,100
27264,Shimane Bank Ltd,Shimane Bank Ltd,7150,SHIMANE BANK LTD/ THE,89,89
25574,Shimano Inc,Shimano Inc,7309,SHIMANO INC,100,100
27277,Shimizu Bank Ltd,Shimizu Bank Ltd,8364,SHIMIZU BANK LTD/THE,89,89
25209,Shimizu Corp.,Shimizu Corp.,1803,SHIMIZU CORP,100,100
25723,Shin Nippon Air Technologies,Shin Nippon Air Technologies,1952,SHIN NIPPON AIR TECHNOLOGIES,100,100
25186,"Shin-Etsu Chemical Co., Ltd.",Shin-Etsu Chemical,4063,SHIN-ETSU CHEMICAL CO LTD,100,84
26964,Shinagawa Refractories Co Ltd,Shinagawa Refractories,5351,SHINAGAWA REFRACTORIES CO,93,94
7199,Shineco Inc,Shineco,TYHT,SHINECO INC,100,78
34873,Cryomax Cooling System Corp,Cryomax Cooling,1587,SHINEROAD INTERNATIONAL HOLD,22,28
5170,Shinhan Financial Group Co Ltd,Shinhan,SHG,SHINHAN FINANCIAL GROUP-ADR,84,41
12596,Starhedge SA,Starhedge SA,SHG,SHINHAN FINANCIAL GROUP-ADR,21,21
29893,Sharyn Gol JSC,Sharyn Gol,SHG,SHINHAN FINANCIAL GROUP-ADR,29,27
25558,Shinko Electric Ind Co Ltd,Shinko Electric Ind Co Ltd,6967,SHINKO ELECTRIC INDUSTRIES,77,77
28597,Shinko Wire Co Ltd,Shinko Wire,5660,SHINKO WIRE CO LTD,100,76
25563,Shinmaywa Industries Ltd,Shinmaywa Industries Ltd,7224,SHINMAYWA INDUSTRIES LTD,100,100
25699,Shinnihon Corp,Shinnihon Corp,1879,SHINNIHON CORP,100,100
25342,"Shinsei Bank, Ltd.",Shinsei Bank,8303,SHINSEI BANK LTD,100,86
22155,Media Asia Group Holdings Ltd,Media Asia,8075,SHINSHO CORP,34,18
27992,Shinsho Corp,Shinsho Corp,8075,SHINSHO CORP,100,100
18796,Shinva Medical Instrument Co Ltd,Shinva Medical Instrument,600587,SHINVA MEDICAL INSTRUMENT-A,88,96
25240,"Shionogi & Co., Ltd.",Shionogi,4507,SHIONOGI & CO LTD,100,70
22009,Far East Horizon Ltd,Far East Horizon,3360,SHIP HEALTHCARE HOLDINGS INC,42,45
25448,Ship Healthcare Holdings Inc,Ship Healthcare Holdings Inc,3360,SHIP HEALTHCARE HOLDINGS INC,100,100
36531,Southern Hydropower JSC,Southern Hydropower JSC,SHP,SHIRE PLC,38,38
16634,Shires Income,Shires Income,SHRS,SHIRES INCOME PLC,87,87
25284,"Shiseido Co., Ltd.",Shiseido,4911,SHISEIDO CO LTD,100,70
25383,"The Shizuoka Bank, Ltd.",The Shizuoka Bank,8355,SHIZUOKA BANK LTD/THE,100,89
27761,Shizuoka Gas Co Ltd,Shizuoka Gas Co Ltd,9543,SHIZUOKA GAS CO LTD,100,100
27154,Shochiku Co Ltd,Shochiku Co Ltd,9601,SHOCHIKU CO LTD,100,100
6907,Shoe Carnival Inc,Shoe Carnival,SCVL,SHOE CARNIVAL INC,100,87
27206,Shoei Co Ltd,Shoei,7839,SHOEI CO LTD,100,59
