,full_name,name,symbol,Name_197,fuzz_socre1,fuzz_socre2
6328,Agios Pharm,Agios Pharm,AGIO,AGIOS PHARMACEUTICALS INC,61,61
904,Alamos Gold Inc,Alamos Gold,AGI,AGIPLAN TECHNOSOFT AG,33,38
17293,Ainsworth Game Technology Ltd,Ainsworth Game Technology,AGI,AGIPLAN TECHNOSOFT AG,48,48
30552,Alliance Global Group Inc,Alliance Global,AGI,AGIPLAN TECHNOSOFT AG,26,33
1500,AgJunction Inc.,AgJunction Inc.,AJX,AGJUNCTION INC,100,100
17476,Alexium International Group,Alexium International Group,AJX,AGJUNCTION INC,39,39
11138,Autogrill SpA,Autogrill,AGL,AGL ENERGY LTD,30,35
16848,AGL Energy Ltd,AGL Energy,AGL,AGL ENERGY LTD,100,83
36366,Petrovietnam Gas JSC,Petrovietnam Gas JSCrp,GAS,AGL RESOURCES INC,32,21
6819,AGM Group Holdings Inc Class A,AGM A,AGMH,AGM GROUP HOLDINGS INC,85,22
902,Agnico-Eagle Mines Ltd.,Agnico Eagle Mines,AEM,AGNICO EAGLE MINES LTD,100,90
3815,Agnico Eagle Mines Limited,Agnico Eagle Mines,AEM,AGNICO EAGLE MINES LTD,92,90
10682,Agnico Eagle Mines Ltd,Agnico Eagle Mines,AEM,AGNICO EAGLE MINES LTD,100,90
30939,Aem Holdings Ltd,Aem Holdings Ltd,AEM,AGNICO EAGLE MINES LTD,32,32
27531,Agora Hospitality Group Co Ltd,Agora Hospitality Group,9704,AGORA HOSPITALITY GROUP CO L,97,90
27780,Agratio Urban Design Inc,Agratio Urban Design,3467,AGRATIO URBAN DESIGN INC,100,91
1136,GrowMax Resources Corp,GrowMax Resources,GRO,AGRIA CORP - ADR,22,32
21752,Agricultural Bank Of China,Agricultural Bank Of China,1288,AGRICULTURAL BANK OF CHINA-H,96,96
5204,AMN Healthcare Services Inc,AMN Healthcare Services,AMN,AGRIMIN LTD,26,35
17486,Advance Nanotek Ltd,Advance Nanotek,ANO,AGRIMINCO CORP,24,28
14,Agrometal,Agrometal,AGRO,AGRIOS GLOBAL HOLDINGS LTD,34,34
5573,Adecoagro SA,Adecoagro SA,AGRO,AGRIOS GLOBAL HOLDINGS LTD,32,32
22822,Agro Tech Foods Ltd,Agro Tech Foods,AGRO,AGRIOS GLOBAL HOLDINGS LTD,58,34
24668,Bank Rakyat Indonesia Agroniaga,Bank Rakyat,AGRO,AGRIOS GLOBAL HOLDINGS LTD,46,22
9363,Agta Record,Agta Record,AGTA,AGRITERRA LTD,50,50
22714,Agritrade Resources Ltd,Agritrade,1131,AGRITRADE RESOURCES LTD,100,56
26141,Agro-Kanesho Co Ltd,Agro Kanesho Co Ltd,4955,AGRO-KANESHO CO LTD,100,100
7109,AgroFresh Solutions Inc,AgroFresh Solutions,AGFS,AGROFRESH SOLUTIONS INC,100,90
11138,Autogrill SpA,Autogrill,AGL,AGROLIGA GROUP PLC,32,37
16848,AGL Energy Ltd,AGL Energy,AGL,AGROLIGA GROUP PLC,25,29
15973,AVI Global Trust PLC,AVI Global,AGT,AGROTON PUBLIC LTD,37,29
50263,iShares MSCI Argentina and Global Exposure,iShares MSCI Argentina and Global Exposure,AGT,AGROTON PUBLIC LTD,33,33
22190,AGTech Holdings Ltd,AGTech,8279,AGTECH HOLDINGS LTD,100,48
26915,Yaoko Co Ltd,Yaoko Co Ltd,8279,AGTECH HOLDINGS LTD,39,39
11138,Autogrill SpA,Autogrill,AGL,AGUILA AMERICAN GOLD LTD,27,30
16848,AGL Energy Ltd,AGL Energy,AGL,AGUILA AMERICAN GOLD LTD,58,41
5574,AH Belo Corporation,AH Belo,AHC,AH BELO CORP-A,73,67
34998,Aikchol Hospital PCL,Aikchol Hospital,AHC,AH BELO CORP-A,29,27
38560,The Arab Hotels Co,The Arab Hotels Co,AHC,AH BELO CORP-A,38,38
17812,Ahalife Holdings Ltd,Ahalife Holdings,AHL,AHALIFE HOLDINGS LTD,100,89
30176,Arif Habib Ltd,Arif Habib,AHL,AHALIFE HOLDINGS LTD,47,27
27907,Ahresty Corp,Ahresty Corp,5852,AHRESTY CORP,100,100
25876,Ai Holdings Corp,Ai Holdings Corp,3076,AI HOLDINGS CORP,100,100
49499,AI Powered Equity,AI Powered Equity,AIEQ,AI POWERED EQUITY ETF,89,89
21766,AIA Group Ltd,AIA Group,1299,AIA GROUP LTD,100,82
38528,Arab Islamic Bank,Arab Islamic Bank,AIB,AIB GROUP PLC,40,40
25505,Aichi Steel Corp,Aichi Steel Corp,5482,AICHI STEEL CORP,100,100
26986,Aida Engineering Ltd,Aida Engineering,6118,AIDA ENGINEERING LTD,100,89
27190,Aiful Corp,Aiful,8515,AIFUL CORP,100,67
27844,Aigan Co Ltd,Aigan Co Ltd,9854,AIGAN CO LTD,100,100
6627,Aimmune Therapeutics Inc,Aimmune Therapeutics Inc,AIMT,AIMMUNE THERAPEUTICS INC,100,100
26925,Ain Pharmaciez Inc,Ain Pharmaciez Inc,9627,AIN HOLDINGS INC,41,41
14364,Aino Health AB,Aino Health,AINO,AINO HEALTH AB,100,88
904,Alamos Gold Inc,Alamos Gold,AGI,AINSWORTH GAME TECHNOLOGY LT,19,31
17293,Ainsworth Game Technology Ltd,Ainsworth Game Technology,AGI,AINSWORTH GAME TECHNOLOGY LT,98,94
30552,Alliance Global Group Inc,Alliance Global,AGI,AINSWORTH GAME TECHNOLOGY LT,15,33
27380,Aiphone Co Ltd,Aiphone Co Ltd,6718,AIPHONE CO LTD,100,100
17425,Animoca Brands Corporation Ltd,Animoca Brands Corporation Ltd,AB1,AIR BERLIN PLC,41,41
1092,Air Canada,Air Canada,AC,AIR CANADA,100,100
2642,"Arca Continental, S.A.B. De C.V.",Arca Continental,AC,AIR CANADA,31,38
30549,Ayala Corp,Ayala,AC,AIR CANADA,30,40
21791,Air China Ltd,Air China Ltd,0753,AIR CHINA LIMITED-H,81,81
6171,Air China Ltd ADR,Air China ADR,AIRYY,AIR CHINA LTD-SPONSORED-ADR,77,65
11544,Air France KLM SA,Air France KLM,AF,AIR FRANCE-KLM,90,100
3653,Air Products and Chemicals Inc,Air Products,APD,AIR PRODUCTS & CHEMICALS INC,93,63
16893,Apn Property Group Ltd,Apn Property Group,APD,AIR PRODUCTS & CHEMICALS INC,38,32
1501,AirBoss of America Corp.,AirBoss of America Corp.,BOS,AIRBOSS OF AMERICA CORP,100,100
14785,Bossard Holding AG,Bossard Holding AG,BOS,AIRBOSS OF AMERICA CORP,34,34
38873,Bank Of Sharja,Bank Of Sharja,BOS,AIRBOSS OF AMERICA CORP,22,22
50670,DB Base Metals Short Exp 01 Jun 2038,DB Base Metals Short Exp 01 Jun 2038,BOS,AIRBOSS OF AMERICA CORP,20,20
7717,AAR Corp,AAR,AIR,AIRBUS SE,35,33
9004,Airbus Group SE,Airbus Group,AIR,AIRBUS SE,75,67
13603,Airbus Group,Airbus Group,AIR,AIRBUS SE,67,67
17469,Astivita Ltd,Astivita Ltd,AIR,AIRBUS SE,29,29
29917,Air New Zealand Ltd,Air New Zealand,AIR,AIRBUS SE,36,42
5551,Aircastle Limited,Aircastle,AYR,AIRCASTLE LTD,87,82
26627,Airex Inc,Airex,6944,AIREX INC,100,71
7516,Airgain Inc,Airgain,AIRG,AIRGAIN INC,100,78
9858,Airbus Group SE,Airbus Group,AIRG,AIRGAIN INC,38,35
1504,Amerigo Resources Ltd.,Amerigo Resources,ARG,AIRGAS INC,32,37
2463,Grupo Argos SA,Grupo Argos,ARG,AIRGAS INC,42,48
16944,Argo Investments Ltd,Argo Investments,ARG,AIRGAS INC,40,46
29975,Argosy Property Ltd,Argosy Property,ARG,AIRGAS INC,34,40
7263,iQIYI Inc,iQIYI,IQ,AIRIQ INC,33,43
3836,Airnet Technology Inc,Airnet Tech,ANTE,AIRNET TECHNOLOGY INC-ADR,91,61
37574,Airport City Ltd,Airport City,ARPT,AIRPORT CITY LTD,100,86
27767,Airport Facilities Co Ltd,Airport Facilities,8864,AIRPORT FACILITIES CO LTD,100,84
27703,Airtech Japan Ltd,Airtech Japan Ltd,6291,AIRTECH JAPAN LTD,100,100
27578,Evolable Asia Corp,Evolable Asia,6191,AIRTRIP CORP,47,32
34675,Global Brands Manufacture Ltd,Global Brands Manufacture,6191,AIRTRIP CORP,10,11
27260,Aisan Industry Co Ltd,Aisan Industry,7283,AISAN INDUSTRY CO LTD,100,80
26465,Aisan Technology Co Ltd,Aisan Tech,4667,AISAN TECHNOLOGY CO LTD,100,61
25569,Aisin Seiki Ltd,Aisin Seiki Ltd,7259,AISIN SEIKI CO LTD,91,91
18557,Aisino Corp,Aisino Corp,600271,AISINO CORP-A,92,92
27939,AIT Corp,AIT Corp,9381,AIT CORP,100,100
27447,Aizawa Securities Co Ltd,Aizawa Securities,8708,AIZAWA SECURITIES CO LTD,100,83
17104,AJ Lucas Group Ltd,AJ Lucas Group,AJL,AJ LUCAS GROUP LIMITED,90,78
25278,"Ajinomoto Co., Inc.","Ajinomoto Co., Inc.",2802,AJINOMOTO CO INC,100,100
43981,iShares MSCI Emerging Asia,iShares MSCI Emerging Asia,2802,AJINOMOTO CO INC,29,29
21909,Ajisen China Holdings Ltd,Ajisen China Holdings,0538,AJISEN CHINA HOLDINGS LTD,100,91
26212,Yamaka Electric Construction Co Ltd,Yamaka Electric Construction,1789,AK MEDICAL HOLDINGS LTD,38,12
34165,ScinoPharm Taiwan Ltd,SPT,1789,AK MEDICAL HOLDINGS LTD,32,15
2843,AK Steel Holding Corp,AK Steel,AKS,AK STEEL HOLDING CORP,100,55
3517,AK Steel Holding Corporation,AK Steel,AKS,AK STEEL HOLDING CORP,86,55
3365,Akamai Technologies Inc,Akamai,AKAM,AKAMAI TECHNOLOGIES INC,100,41
10487,Akamai Tech Inc,Akamai,AKAM,AKAMAI TECHNOLOGIES INC,79,41
18010,Alhaj Textile Mills Ltd,Alhaj Textile Mills,AKTX,AKARI THERAPEUTICS PLC-ADR,41,40
21989,Wharf Real Estate Investment Co Ltd,Wharf Real Estate,1997,AKATSUKI EAZIMA CO LTD,39,31
26225,Akatsuki Eazima Co Ltd,Akatsuki Eazima,1997,AKATSUKI EAZIMA CO LTD,100,81
6658,Akcea Therapeutics Inc,Akcea Therapeutics,AKCA,AKCEA THERAPEUTICS INC,100,90
6591,Akebia Ther,Akebia Ther,AKBA,AKEBIA THERAPEUTICS INC,65,65
27253,Akebono Brake Industry Co Ltd,Akebono Brake Industry,7238,AKEBONO BRAKE INDUSTRY CO,93,94
11823,Aker ASA,Aker,AKER,AKER ASA-A SHARES,64,38
2936,Kering SA,Kering,KERN,AKERNA CORP,50,47
6813,Akerna Corp,Akerna,KERN,AKERNA CORP,100,71
22436,China Kingstone Mining Holdings Ltd,China Kingstone Mining,1380,AKIKAWA FOODS & FARMS CO LTD,26,21
26192,Akikawa Foods & Farms Co Ltd,Akikawa Foods & Farms,1380,AKIKAWA FOODS & FARMS CO LTD,100,84
27269,Akita Bank Ltd,Akita Bank Ltd,8343,AKITA BANK LTD/THE,88,88
7174,Akoustis Technologies Inc,Akoustis Tech,AKTS,AKOUSTIS TECHNOLOGIES INC,100,68
8833,Aktia Bank Abp,Aktia Bank,AKTIA,AKTIA BANK OYJ,71,83
11875,Akva Group,Akva Group,AKVA,AKVA GROUP ASA,83,83
27275,Yamanashi Chuo Bank Ltd,Yamanashi Chuo Bank,8360,AL GROUP LTD,40,26
911,Alacer Gold Corp,Alacer Gold,ASR,ALACER GOLD CORP,100,81
3657,Grupo Aeroportuario del Sureste SAB de CV ADR,Grupo Aeroportuario Sureste ADR,ASR,ALACER GOLD CORP,30,38
11160,Roma,Roma,ASR,ALACER GOLD CORP,10,10
46418,Smartshares Aus Resources,Smartshares Australian Resources,ASR,ALACER GOLD CORP,24,29
23871,Astral Poly Technik Ltd,Astral Poly Technik Ltd,ASPT,ALADDIN SEPARATION TECH INC,44,44
23996,Astral Poly Technik Ltd-BO,Astral Poly Technik Ltd,ASPT,ALADDIN SEPARATION TECH INC,42,44
5527,Alamo Group Inc,Alamo,ALG,ALAMO GROUP INC,100,50
17260,Ardent Leisure Ltd,Ardent Leisure,ALG,ALAMO GROUP INC,18,21
904,Alamos Gold Inc,Alamos Gold,AGI,ALAMOS GOLD INC-CLASS A,79,65
17293,Ainsworth Game Technology Ltd,Ainsworth Game Technology,AGI,ALAMOS GOLD INC-CLASS A,31,33
30552,Alliance Global Group Inc,Alliance Global,AGI,ALAMOS GOLD INC-CLASS A,50,42
17514,Alara Resources Ltd,Alara Resources Ltd,AUQ,ALARA RESOURCES LTD,100,100
1469,Alaris Royalty Corp.,Alaris Royalty,AD,ALARIS ROYALTY CORP,100,85
11226,Koninklijke Ahold Delhaize NV,Ahold Delhaize,AD,ALARIS ROYALTY CORP,29,24
6772,Alarm.com Holdings Inc,Alarm.com Holdings,ALRM,ALARM.COM HOLDINGS INC,100,90
4843,Alaska Air Group Inc,Alaska Air,ALK,ALASKA AIR GROUP INC,100,67
10304,Alaska Air Group Inc SG,Alaska Air,ALK,ALASKA AIR GROUP INC,93,67
17177,Alkane Resources Ltd,Alkane Resources,ALK,ALASKA AIR GROUP INC,45,50
16419,Alba Mineral Resources,Alba Mineral,ALBA,ALBA MINERAL RESOURCES PLC,92,63
37636,Al-Bad Massuot Yitzhak Ltd,Al-Bad Massuot Yitzhak,ALBA,ALBA MINERAL RESOURCES PLC,27,25
17070,Auswide Bank Ltd,Auswide Bank,ABA,ALBA SE,35,32
29966,Abano Healthcare Group Ltd,Abano Healthcare,ABA,ALBA SE,24,35
30547,Abacore Capital Holdings Inc,Abacore Capital,ABA,ALBA SE,23,18
3116,Air Liquide SA,Air Liquide,AIN,ALBANY INTL CORP-CL A,17,25
5240,Albany International Corporation,Albany,AIN,ALBANY INTL CORP-CL A,60,44
3117,Albemarle Corp,Albemarle,ALB,ALBEMARLE CORP,100,78
13548,Corporacion Financiera Alba SA,Alba SA,ALB,ALBEMARLE CORP,41,48
28184,Albert Inc,Albert,3906,ALBERT INC,100,75
7454,Alberton Acquisition Corp,Alberton Acquisition,ALAC,ALBERTON ACQUISITION CORP,100,89
7454,Alberton Acquisition Corp,Alberton Acquisition,ALAC,ALBERTON ACQUISITION CORP,100,89
4023,Albireo Pharma Inc,Albireo Pharma,ALBO,ALBIREO PHARMA INC,100,88
17321,Altium Ltd,Altium,ALU,ALCATEL-LUCENT-SPONSORED ADR,37,24
4907,American Shared Hospital Srvcs,American Shared Hospital Srvcs,AMS,ALCHEMIST MINING INC,16,16
8196,AMS AG,AMS,AMS,ALCHEMIST MINING INC,23,26
14772,Ams AG,AMS,AMS,ALCHEMIST MINING INC,23,26
17982,Atomos Ltd,Atomos,AMS,ALCHEMIST MINING INC,20,23
36845,AMECC Mechanical Construction JSC,AMECC Mechanical,AMS,ALCHEMIST MINING INC,38,39
39860,Societe Les Ateliers Mecaniques du Sahel SA,Ateliers Mecaniques Sahel,AMS,ALCHEMIST MINING INC,22,22
2066,AnalytixInsight Inc,AnalytixInsight,ALY,ALCHEMY RESOURCES LTD,15,22
16525,Laura Ashley Holdings PLC,Laura Ashley,ALY,ALCHEMY RESOURCES LTD,13,48
17482,Alchemy Resources Ltd,Alchemy Resources Ltd,ALY,ALCHEMY RESOURCES LTD,100,100
1502,Algoma Central Corporation,Algoma Central Corporation,ALC,ALCIDION GROUP LTD,27,27
13634,Altia Consultores S.A.,Altia Consultores S.A.,ALC,ALCIDION GROUP LTD,41,41
22629,Alco Holdings Ltd,Alco,0328,ALCO HOLDINGS LTD.,100,38
3266,Alcoa Corp,Alcoa,AA,ALCOA CORP,100,67
25872,Alconix Corp,Alconix Corp,3036,ALCONIX CORP,100,100
34490,WT Microelectronics Co Ltd,WT Microelectronics,3036,ALCONIX CORP,32,39
43979,db x-trackers MSCI Taiwan UCITS 1C,db x-trackers MSCI Taiwan UCITS DR,3036,ALCONIX CORP,17,17
1882,Aldever Resources Inc,Aldever Resources,ALD,ALDERMORE GROUP PLC,50,56
37728,ALD Advanced Logistics Developments Ltd,ALD Ltd,ALD,ALDERMORE GROUP PLC,28,38
1432,Alderon Iron Ore Corp,Alderon Iron Ore,IRON,ALDERON IRON ORE CORP,100,86
37322,Egyptian Iron & Steel,Egyptian Iron&Steel,IRON,ALDERON IRON ORE CORP,45,45
1432,Alderon Iron Ore Corp,Alderon Iron Ore,IRON,ALDERON IRON ORE CORP,100,86
37322,Egyptian Iron & Steel,Egyptian Iron&Steel,IRON,ALDERON IRON ORE CORP,45,45
16973,ALE Property Group,ALE Property Group,LEP,ALE PROPERTY GROUP,100,100
34992,AAPICO Hitech PCL,AAPICO Hitech,AH,ALEAFIA HEALTH INC,51,45
14281,Alelion Energy Systems AB,Alelion Energy Systems,ALELIO,ALELION ENERGY SYSTEMS AB,100,94
7485,Alerus Financial Corp,Alerus Fin,ALRS,ALERUS FINANCIAL CORP,100,65
13332,ALROSA ao,ALROSA ao,ALRS,ALERUS FINANCIAL CORP,40,40
5288,Alexander & Baldwin Holdings Inc,Alexander&Baldwin,ALEX,ALEXANDER & BALDWIN INC,82,89
37399,Alexandria Cement,Alexandria Cement,ALEX,ALEXANDER & BALDWIN INC,47,47
39270,Aluminum Ex,Aluminum Ex,ALEX,ALEXANDER & BALDWIN INC,25,25
1794,Alexandria Minerals Corporation,Alexandria Minerals Corporation,AZX,ALEXANDRIA MINERALS CORP,87,87
909,Aecon Group Inc.,Aecon Group Inc.,ARE,ALEXANDRIA R E EQUITIES INC,43,43
3238,Corporacion Aceros Arequipa SA,Corporacion Aceros Arequipa SA,ARE,ALEXANDRIA R E EQUITIES INC,35,35
4805,Alexandria Real Estate Equities Inc,Alexandria RE,ARE,ALEXANDRIA R E EQUITIES INC,81,60
17504,Argonaut Resources N L,Argonaut Resources N L,ARE,ALEXANDRIA R E EQUITIES INC,29,29
38549,Arab Real Est,Arab Real Est,ARE,ALEXANDRIA R E EQUITIES INC,10,10
1124,Alexco Resource Corp,Alexco Resource,AXU,ALEXCO RESOURCE CORP,100,86
3783,Alexion Pharmaceuticals Inc,Alexion,ALXN,ALEXION PHARMACEUTICALS INC,100,41
10398,Alexion Pharma Inc,Alexion,ALXN,ALEXION PHARMACEUTICALS INC,80,41
1500,AgJunction Inc.,AgJunction Inc.,AJX,ALEXIUM INTERNATIONAL GROUP,34,34
17476,Alexium International Group,Alexium International Group,AJX,ALEXIUM INTERNATIONAL GROUP,100,100
13416,Alfa Plam Vran,Alfa Plam Vran,ALFA,ALFA FINANCIAL SOFTWARE HOLD,33,33
13747,Alfa Laval AB,Alfa Laval AB,ALFA,ALFA FINANCIAL SOFTWARE HOLD,39,39
40847,Accelerate Private Equity Alpha,Accelerate Private Equity Alpha,ALFA,ALFA FINANCIAL SOFTWARE HOLD,27,27
49512,AlphaClone Alternative Alpha,AlphaClone Alternative Alpha,ALFA,ALFA FINANCIAL SOFTWARE HOLD,29,29
13416,Alfa Plam Vran,Alfa Plam Vran,ALFA,ALFA LAVAL AB,67,67
13747,Alfa Laval AB,Alfa Laval AB,ALFA,ALFA LAVAL AB,100,100
40847,Accelerate Private Equity Alpha,Accelerate Private Equity Alpha,ALFA,ALFA LAVAL AB,36,36
49512,AlphaClone Alternative Alpha,AlphaClone Alternative Alpha,ALFA,ALFA LAVAL AB,39,39
25434,Alfresa Holdings Corp,Alfresa Holdings Corp,2784,ALFRESA HOLDINGS CORP,100,100
5527,Alamo Group Inc,Alamo,ALG,ALGOLD RESOURCES LTD,40,24
17260,Ardent Leisure Ltd,Ardent Leisure,ALG,ALGOLD RESOURCES LTD,32,35
1502,Algoma Central Corporation,Algoma Central Corporation,ALC,ALGOMA CENTRAL CORP,84,84
13634,Altia Consultores S.A.,Altia Consultores S.A.,ALC,ALGOMA CENTRAL CORP,45,45
908,Algonquin Power & Utilities Corp,Algonquin Power,AQN,ALGONQUIN POWER & UTILITIES,91,75
10726,Australia and New Zealand Banking Group Ltd,ANZ Banking Group,ANZ,ALIANZA MINERALS LTD,44,38
16862,ANZ Banking Group,ANZ Banking Group,ANZ,ALIANZA MINERALS LTD,38,38
146,Alibaba Group Holding Ltd,Alibaba Cedear,BABA,ALIBABA GROUP HOLDING-SP ADR,83,43
7352,Alibaba Group Holdings Ltd ADR,Alibaba ADR,BABA,ALIBABA GROUP HOLDING-SP ADR,90,56
30436,Baba Farid Sugar Mills Ltd,Baba Farid Sugar Mills,BABA,ALIBABA GROUP HOLDING-SP ADR,44,40
22213,Alibaba Health Information Technology Ltd,Alibaba Health Information Tech,0241,ALIBABA HEALTH INFORMATION T,81,95
22220,Alibaba Pictures Group Ltd,Alibaba Pictures,1060,ALIBABA PICTURES GROUP LTD,100,76
38662,The Saudi British Bank,SABB,1060,ALIBABA PICTURES GROUP LTD,29,13
3906,Alico Inc,Alico,ALCO,ALICO INC,100,71
29035,Aluminium Company of Malaysia Bhd,Aluminium Malaysia,ALCO,ALICO INC,33,30
30602,ArthaLand Corp,ArthaLand,ALCO,ALICO INC,35,33
3907,Align Technology Inc,Align,ALGN,ALIGN TECHNOLOGY INC,100,40
14058,Alimak Hek Group AB,Alimak Hek Group AB,ALIG,ALIMAK GROUP AB,88,88
1456,Alio Gold Inc,Alio Gold,ALO,ALIO GOLD INC,100,82
4289,Alithya Group inc Class A,Alithya A,ALYA,ALITHYA GROUP INC-CLASS A,100,53
7093,ALJ Regional Holdings Inc,ALJ Regional,ALJJ,ALJ REGIONAL HOLDINGS INC,100,65
7076,Alkaline Water Company Inc,Alkaline Water,WTER,ALKALINE WATER CO INC/THE,82,72
39807,Societe Chimique,AL KIMIA,ALKM,ALKAME HOLDINGS INC,29,30
3910,Alkermes Plc,Alkermes Plc,ALKS,ALKERMES PLC,100,100
10817,All For One Steeb AG,All For One Steeb AG,A1OS,ALL FOR ONE GROUP AG,70,70
13340,Best Efforts Bank,Best Efforts Bank,ALBK,ALLAHABAD BANK,26,26
22825,Allahabad Bank,Allahabad Bank,ALBK,ALLAHABAD BANK,100,100
6686,Allakos Inc,Allakos,ALLK,ALLAKOS INC,100,78
1783,Yellow Pages Limited,Yellow Pages,Y,ALLEGHANY CORP,24,31
6257,Alleghany Corporation,Alleghany,Y,ALLEGHANY CORP,80,78
3485,Allegheny Technologies Incorporated,Allegheny Technologies,ATI,ALLEGHENY TECHNOLOGIES INC,85,92
10430,Allegheny Technologies Inc,Allegheny Technologies,ATI,ALLEGHENY TECHNOLOGIES INC,100,92
30567,Asian Terminals Inc,Asian Terminals,ATI,ALLEGHENY TECHNOLOGIES INC,53,39
6485,Allegiance Bancshares Inc,Allegiance Bancshares Inc,ABTX,ALLEGIANCE BANCSHARES INC,100,100
3908,Allegiant Travel Company,Allegiant,ALGT,ALLEGIANT TRAVEL CO,88,64
4866,Allegion PLC,Allegion PLC,ALLE,ALLEGION PLC,100,100
10346,Albemarle Corporation,Albemarle,ALLE,ALLEGION PLC,42,38
3410,Allergan PLC,Allergan,AGN,ALLERGAN PLC,100,80
2571,Allergan PLC,Allergan,AGNN,ALLERGAN PLC,100,80
16456,Allergy Therapeutics,Allergy Therapeutics,AGY,ALLERGY THERAPEUTICS PLC,91,91
17465,Argosy Minerals Ltd,Argosy Minerals Ltd,AGY,ALLERGY THERAPEUTICS PLC,51,51
5625,Allete Inc,Allete,ALE,ALLETE INC,100,75
17323,Alliance Aviation Services Ltd,Alliance Aviation,AQZ,ALLIANCE AVIATION SERVICES L,97,76
4818,Alliance Data Systems Corp,Alliance Data Systems,ADS,ALLIANCE DATA SYSTEMS CORP,100,89
36693,Damsan JSC,Damsan,ADS,ALLIANCE DATA SYSTEMS CORP,22,19
5696,Alliance Global Group Inc,Alliance Global Group Inc,ALGGY,ALLIANCE GLOBAL GRO-UNSP ADR,79,79
13588,Almirall,Almirall,ALM,ALLIANCE MINING CORP,21,21
39163,Aluminum du Maroc SA,Aluminum du Maroc,ALM,ALLIANCE MINING CORP,25,27
3951,Alliance Resource Partners LP,Alliance Resource,ARLP,ALLIANCE RESOURCE PARTNERS,95,79
16868,Alliance Resources Ltd,Alliance Resources,AGS,ALLIANCE RESOURCES LTD,100,90
15980,Alliance Trust PLC,Alliance Trust,ATST,ALLIANCE TRUST PLC,100,88
30546,Atok Big Wedge Co Inc,Atok Big Wedge,AB,ALLIANCEBERNSTEIN HOLDING LP,24,19
39804,Amen Bank,AMEN BANK,AB,ALLIANCEBERNSTEIN HOLDING LP,16,16
4840,Alliant Energy Corp,Alliant Energy,LNT,ALLIANT ENERGY CORP,100,85
16464,Allianz Technology Trust PLC,Allianz Tech,ATT,ALLIANZ TECHNOLOGY TRUST PLC,100,60
36727,Airports Corporation of Viet Nam,Airports Corporation of Viet Nam,ACV,ALLIANZGI DIVERSIFIED INCOME,27,27
12632,Akcept Finance SA,Akcept Finance SA,AFC,ALLIED CAPITAL CORP 6 7.8% NOTES,12,12
35561,Asia Fiber PCL,Asia Fiber,AFC,ALLIED CAPITAL CORP 6 7.8% NOTES,13,20
37081,Binh Duong Agriculture and Forestry JSC,Binh Duong Agriculture,AFC,ALLIED CAPITAL CORP 6 7.8% NOTES,29,19
50476,Allied Capital 6.875% Notes Exp 15 Apr 2047,Allied Capital 6.875% Notes Exp 15 Apr 2047,AFC,ALLIED CAPITAL CORP 6 7.8% NOTES,71,71
22474,Allied Properties HK Ltd,Allied Properties HK,0056,ALLIED PROPERTIES HK LTD,100,91
47955,Yuanta/P-shares Taiwan Dividend Plus,Yuanta P shares Taiwan Div Plus,0056,ALLIED PROPERTIES HK LTD,27,22
17462,Alligator Energy Ltd,Alligator Energy Ltd,AGE,ALLIGATOR ENERGY LTD,100,100
7604,Allison Transmission Holdings Inc,Allison Transmission,ALSN,ALLISON TRANSMISSION HOLDING,92,83
14835,Also Holding AG,Also Holding AG,ALSN,ALLISON TRANSMISSION HOLDING,56,56
37730,Allium Medical Solutions Ltd,Allium Medical,ALMD,ALLIUM MEDICAL SOLUTIONS LTD,100,67
3911,Allot Communications Ltd,Allot Communications,ALLT,ALLOT LTD,55,48
30941,Allied Technologies Ltd,Allied Technologies Ltd,ALLT,ALLOT LTD,44,44
5551,Aircastle Limited,Aircastle,AYR,ALLOY RESOURCES LTD,33,29
14777,Allreal Holding,Allreal Holding,ALLN,ALLREAL HOLDING AG-REG,81,81
3740,Allscripts Healthcare Solutions Inc,Allscripts,MDRX,ALLSCRIPTS HEALTHCARE SOLUTI,89,53
3627,Allstate Corp,Allstate,ALL,ALLSTATE CORP,100,76
16916,Aristocrat Leisure Ltd,Aristocrat Leisure,ALL,ALLSTATE CORP,40,45
6300,Ally Financial Inc,Ally Financial Inc,ALLY,ALLY FINANCIAL INC,100,100
1108,Almaden Minerals Ltd,Almaden Minerals,AMM,ALMADEN MINERALS LTD - B,95,84
2199,Almadex Minerals Ltd,Almadex Minerals,DEX,ALMADEX MINERALS LTD/NEW,91,80
13588,Almirall,Almirall,ALM,ALMIRALL SA,84,84
39163,Aluminum du Maroc SA,Aluminum du Maroc,ALM,ALMIRALL SA,52,36
3912,Alnylam Pharmaceuticals Inc,Alnylam,ALNY,ALNYLAM PHARMACEUTICALS INC,100,41
37729,Alon Natural Gas Exploration Ltd,Alon Natural Gas,ALGS,ALON NATURAL GAS EXPLORATION,93,73
37572,Alony Hetz Properties and Investments Ltd,Alony Hetz,ALHE,ALONY HETZ PROPERTIES & INV,76,57
25870,Alpen Co Ltd,Alpen Co Ltd,3028,ALPEN CO LTD,100,100
34482,Zenitron Corp,Zenitron,3028,ALPEN CO LTD,32,30
5698,Alpha Bank SA,Alpha Bank,ALBKY,ALPHA BANK AE-SPON ADR,69,62
36731,An Giang Agriculture and Foods Import-Export JSC,An Giang Agriculture and Foods,AFX,ALPHA FX GROUP PLC,30,29
